bias,condition_mean_mae,condition_median_mae,feature_group,heldout_fold,horizon_checkups,mae,model_level,n_test,n_train,oracle_exposure_feature_group,rmse,split_name,target,test_conditions,train_conditions,worst_condition_mae
0.02658366341463415,0.13859071482617785,0.04659964197530865,prior_slope,1,2,0.04517934878048782,MH1_prior_slope_linear,820,2779,False,0.12826848318691045,condition_fold,capacity_Ah_kh,15,61,0.9680043333333335
-0.005957119799394086,0.1531921734989811,0.0859123605158505,K0_prior_capacity,1,2,0.08240609829028762,MH2_ridge,820,2779,False,0.13637237215209136,condition_fold,capacity_Ah_kh,15,61,0.8243966011111324
-0.0018710563239017451,0.12387164641920848,0.05634242667121863,K1_prior_state_time,1,2,0.054626424937868526,MH2_ridge,820,2779,False,0.11774500425142596,condition_fold,capacity_Ah_kh,15,61,0.7761123242830754
-0.007061238099980545,0.11151202425475135,0.06879792446605887,K2_nominal_condition,1,2,0.055193800711240054,MH2_ridge,820,2779,False,0.11041217060420187,condition_fold,capacity_Ah_kh,15,61,0.46249014704989344
0.00542081475704204,0.08621745661822384,0.06161134470850383,K3_oracle_exposure_diagnostic,1,2,0.045707878190657296,MH2_ridge,820,2779,True,0.11191222020177616,condition_fold,capacity_Ah_kh,15,61,0.2893518008222887
0.00260760201364192,0.11688096302702242,0.05495633697560316,K0_prior_capacity,1,2,0.0513293655508464,MH3_hist_gradient_boosting,820,2779,False,0.12415264275975317,condition_fold,capacity_Ah_kh,15,61,0.6794084004469724
-0.0004901001321575806,0.10892845850626384,0.04633940970693719,K1_prior_state_time,1,2,0.04542626004925769,MH3_hist_gradient_boosting,820,2779,False,0.10881115035620154,condition_fold,capacity_Ah_kh,15,61,0.6891977346416884
-0.003151605845460354,0.06628449000035282,0.04390147176433716,K2_nominal_condition,1,2,0.037779245732306704,MH3_hist_gradient_boosting,820,2779,False,0.09369900199261229,condition_fold,capacity_Ah_kh,15,61,0.2643302338004252
0.007780059200605937,0.07601608172404174,0.03671514606498373,K3_oracle_exposure_diagnostic,1,2,0.033177290894944415,MH3_hist_gradient_boosting,820,2779,True,0.10087947300466814,condition_fold,capacity_Ah_kh,15,61,0.31388123634533915
0.08904157804878049,0.1946890600990031,0.115591828125,persistence,1,2,0.0890994024390244,MH0_persistence,820,2779,False,0.17122318707539613,condition_fold,delta_capacity_Ah_h,15,61,0.9680043333333335
0.02658366341463415,0.13859071482617785,0.04659964197530865,prior_slope,1,2,0.04517934878048782,MH1_prior_slope_linear,820,2779,False,0.12826848318691045,condition_fold,delta_capacity_Ah_h,15,61,0.9680043333333335
-0.00594320908607854,0.15321349008228208,0.08591228549250879,K0_prior_capacity,1,2,0.08241793367145453,MH2_ridge,820,2779,False,0.13636416262653872,condition_fold,delta_capacity_Ah_h,15,61,0.8244875050398849
-0.0017538136671707994,0.1238579395356968,0.05586620019684259,K1_prior_state_time,1,2,0.05445589056275081,MH2_ridge,820,2779,False,0.11772121017490192,condition_fold,delta_capacity_Ah_h,15,61,0.7768750108132769
-0.006932361290528888,0.11175210167992349,0.06812801496700957,K2_nominal_condition,1,2,0.055408553862787834,MH2_ridge,820,2779,False,0.11041505460346086,condition_fold,delta_capacity_Ah_h,15,61,0.4640164734059112
0.005453819077795475,0.08573225591061236,0.06059863910083999,K3_oracle_exposure_diagnostic,1,2,0.04545731286615784,MH2_ridge,820,2779,True,0.11141144601479631,condition_fold,delta_capacity_Ah_h,15,61,0.28861767769343094
0.0016076218010738547,0.11717052474400705,0.05566767336588425,K0_prior_capacity,1,2,0.05114885547637379,MH3_hist_gradient_boosting,820,2779,False,0.12582171246859747,condition_fold,delta_capacity_Ah_h,15,61,0.6764559204468146
