artifact,split_name,target,horizon_checkups,model_level,feature_group,retention_fraction,rows_retained,conditions_retained,mae,rmse,mean_support_score,median_nearest_distance,claim_scope
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,0.75,91,12,0.20253583828700464,0.2866702305260933,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,0.5,61,9,0.20295158101076888,0.26708250064187405,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K2_nominal_condition,0.25,31,7,0.3106155648731008,0.3537674910351372,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K3_oracle_exposure_diagnostic,1.0,121,12,0.16150735232677146,0.25594176839571575,0.5988023952095809,0.6699999999999999,oracle_diagnostic_only
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K3_oracle_exposure_diagnostic,0.9,109,12,0.16287000569214644,0.2632654079101168,0.5988023952095809,0.6699999999999999,oracle_diagnostic_only
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K3_oracle_exposure_diagnostic,0.75,91,12,0.1790642519490069,0.28190715834091956,0.5988023952095809,0.6699999999999999,oracle_diagnostic_only
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K3_oracle_exposure_diagnostic,0.5,61,9,0.16568019034453246,0.2379900011824862,0.5988023952095809,0.6699999999999999,oracle_diagnostic_only
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,2,MH3_hist_gradient_boosting,K3_oracle_exposure_diagnostic,0.25,31,7,0.24829971021682432,0.313313221297779,0.5988023952095809,0.6699999999999999,oracle_diagnostic_only
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,1.0,87,7,0.49285141379310343,0.6005929028444816,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
capacity_horizon,c_rate_holdout_fold,capacity_Ah_kh,3,MH0_persistence,persistence,0.9,79,7,0.5078093797468354,0.6200014958336488,0.5988023952095809,0.6699999999999999,prospective_support_reliability_diagnostic
