candidate_condition_mae,condition_mae_delta,feature_group,heldout_fold,model_level,parameter_set,reference_condition_mae,relative_degradation,run_scope,split_name,target
0.10128942551109195,-0.035566407802351555,F4_state_log_age_scalar,1,R1_condition_balanced_hgb,32,0.1368558333134435,-0.25988229322233664,primary,c_rate_holdout_fold,delta_capacity_Ah
0.07843842365780417,-0.06248090182976122,F4_state_log_age_scalar,1,R1_condition_balanced_hgb,36,0.1409193254875654,-0.4433806478535443,primary,c_rate_holdout_fold,delta_capacity_Ah
0.06406143948104084,-0.009202449024018247,F4_state_log_age_scalar,1,R1_condition_balanced_hgb,40,0.07326388850505909,-0.12560688781053153,primary,c_rate_holdout_fold,delta_capacity_Ah
0.08596517877897365,-0.010561275574306014,F4_state_log_age_scalar,1,R1_condition_balanced_hgb,44,0.09652645435327967,-0.10941327582232047,primary,c_rate_holdout_fold,delta_capacity_Ah
0.028283343049076825,-0.03066083335907174,F4_state_log_age_scalar,1,R1_condition_balanced_hgb,48,0.058944176408148564,-0.520167304514804,primary,c_rate_holdout_fold,delta_capacity_Ah
0.06333178806428959,0.004242934499817233,F4_state_log_age_scalar,1,R1_condition_balanced_hgb,52,0.059088853564472354,0.07180600475160227,primary,c_rate_holdout_fold,delta_capacity_Ah
0.06667927975775824,-0.016387217285066716,F4_state_log_age_scalar,1,R1_condition_balanced_hgb,56,0.08306649704282495,-0.1972782995365542,primary,c_rate_holdout_fold,delta_capacity_Ah
0.09127551029207844,-0.03713009405605226,F4_state_log_age_scalar,1,R1_condition_balanced_hgb,60,0.1284056043481307,-0.28916256610876495,primary,c_rate_holdout_fold,delta_capacity_Ah
0.05649585821192465,0.006039044739123457,F4_state_log_age_scalar,1,R1_condition_balanced_hgb,64,0.05045681347280119,0.11968739845965128,primary,c_rate_holdout_fold,delta_capacity_Ah
0.20309954622855605,0.06274665998964757,F8_timestamp_weighted_stress,1,R1_condition_balanced_hgb,20,0.1403528862389085,0.4470635529563695,primary,c_rate_holdout_fold,delta_capacity_Ah
0.12739172586202102,-0.03419294630029268,F8_timestamp_weighted_stress,1,R1_condition_balanced_hgb,24,0.1615846721623137,-0.21161008555282684,primary,c_rate_holdout_fold,delta_capacity_Ah
0.06206617037515551,-0.0034551155139737055,F8_timestamp_weighted_stress,1,R1_condition_balanced_hgb,28,0.06552128588912921,-0.052732718338590355,primary,c_rate_holdout_fold,delta_capacity_Ah
0.11819585863245514,-0.06764527182324877,F8_timestamp_weighted_stress,1,R1_condition_balanced_hgb,32,0.1858411304557039,-0.36399515896924833,primary,c_rate_holdout_fold,delta_capacity_Ah
0.14894456982283485,-0.06299377958032093,F8_timestamp_weighted_stress,1,R1_condition_balanced_hgb,36,0.21193834940315578,-0.29722690469997093,primary,c_rate_holdout_fold,delta_capacity_Ah
0.06327803939799238,0.00355785676170136,F8_timestamp_weighted_stress,1,R1_condition_balanced_hgb,40,0.059720182636291023,0.059575450118253756,primary,c_rate_holdout_fold,delta_capacity_Ah
0.06009962924607221,-0.02966114919447326,F8_timestamp_weighted_stress,1,R1_condition_balanced_hgb,44,0.08976077844054547,-0.33044665732394257,primary,c_rate_holdout_fold,delta_capacity_Ah
0.028617131748033663,-0.0037515600447353657,F8_timestamp_weighted_stress,1,R1_condition_balanced_hgb,48,0.03236869179276903,-0.11590088560741406,primary,c_rate_holdout_fold,delta_capacity_Ah
0.05801132957677225,-0.004666878123515593,F8_timestamp_weighted_stress,1,R1_condition_balanced_hgb,52,0.06267820770028784,-0.07445774687482266,primary,c_rate_holdout_fold,delta_capacity_Ah
0.05082010609627534,-0.009934302064754139,F8_timestamp_weighted_stress,1,R1_condition_balanced_hgb,56,0.06075440816102948,-0.16351574092242466,primary,c_rate_holdout_fold,delta_capacity_Ah
0.09831659249979934,-0.03180371895349836,F8_timestamp_weighted_stress,1,R1_condition_balanced_hgb,60,0.1301203114532977,-0.24441778995367094,primary,c_rate_holdout_fold,delta_capacity_Ah
0.03238301851530547,0.0028344629687757847,F8_timestamp_weighted_stress,1,R1_condition_balanced_hgb,64,0.029548555546529687,0.09592560165292671,primary,c_rate_holdout_fold,delta_capacity_Ah
0.15356361894857298,-0.039941951911363016,F4_state_log_age_scalar,1,R2_stressor_balanced_hgb,20,0.193505570859936,-0.20641241352309161,primary,c_rate_holdout_fold,delta_capacity_Ah
