run_scope,model_level,feature_group,target,split_name,fold_count,condition_mean_mae,condition_median_mae,worst_condition_mae,mean_mae,mean_rmse,test_rows
primary,L2_hist_gradient_boosting,P_E2_log_age_eis,delta_pulse_1s_resistance,c_rate_holdout_fold,1,0.002227383199459657,0.0017618155483307284,0.004570095250181082,0.0016573571393446412,0.0024639120730770574,142
primary,L2_hist_gradient_boosting,P_E2_log_age_eis,delta_pulse_1s_resistance,condition_fold,5,0.000988355984649433,0.000807937188365759,0.003736115197767065,0.0006545258288164952,0.0010613747846082448,3746
primary,L2_hist_gradient_boosting,P_E2_log_age_eis,delta_pulse_1s_resistance,profile_holdout_fold,1,0.0027490261101372204,0.0027024511429771638,0.0033533286445890315,0.002847217843003331,0.0030492522745974955,732
primary,L2_hist_gradient_boosting,P_E2_log_age_eis,delta_pulse_1s_resistance,temperature_holdout_fold,2,0.0010966322483166296,0.0008152100184072674,0.004154408338110613,0.0007047938528796157,0.0012161846036615755,1753
primary,L2_hist_gradient_boosting,P_E2_log_age_eis,delta_pulse_1s_resistance,voltage_window_holdout_fold,3,0.0013307303065974102,0.0011741545689796012,0.004588806277247602,0.001077776978025589,0.0013745305949123736,3746
primary,L2_hist_gradient_boosting,P_E3_stress_eis,delta_pulse_1s_resistance,c_rate_holdout_fold,1,0.0023623703890357883,0.0018465312150182944,0.0047542313765120275,0.0017048103589605039,0.002606928429646626,142
primary,L2_hist_gradient_boosting,P_E3_stress_eis,delta_pulse_1s_resistance,condition_fold,5,0.000951577487212752,0.0007316634564097368,0.003820919796132705,0.000651363063361603,0.0010462361795301053,3746
primary,L2_hist_gradient_boosting,P_E3_stress_eis,delta_pulse_1s_resistance,profile_holdout_fold,1,0.00145694733029127,0.001177558811608159,0.002465636312175092,0.0012988459517602748,0.0015955773156233067,732
primary,L2_hist_gradient_boosting,P_E3_stress_eis,delta_pulse_1s_resistance,temperature_holdout_fold,2,0.0010731973495550092,0.0007927781548435484,0.004147459335745635,0.0006766964018176826,0.0011488662702184688,1753
primary,L2_hist_gradient_boosting,P_E3_stress_eis,delta_pulse_1s_resistance,voltage_window_holdout_fold,3,0.00135783264520403,0.0009626244555015418,0.0047396806520801065,0.0011264760381305965,0.0015816822231757633,3746
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P3_state_nominal,delta_pulse_1s_resistance,c_rate_holdout_fold,1,0.0018378858857675921,0.0017520135174264044,0.003612505054041025,0.0015359652978028273,0.0024709532603667023,97
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P3_state_nominal,delta_pulse_1s_resistance,condition_fold,5,0.001031077971217127,0.0007246269918577763,0.005099429431461456,0.0006880378230011395,0.0011338956090333062,2713
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P3_state_nominal,delta_pulse_1s_resistance,profile_holdout_fold,1,0.001018865481175965,0.0007330169132782282,0.0028299588660980735,0.0007828858085423676,0.001089509436328463,510
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P3_state_nominal,delta_pulse_1s_resistance,temperature_holdout_fold,2,0.0011441782732787879,0.0008875263065491448,0.005162756956625138,0.0007132920479070771,0.0013062032784956438,1222
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P3_state_nominal,delta_pulse_1s_resistance,voltage_window_holdout_fold,3,0.0011896812386593316,0.0008818391559843271,0.004781847473407414,0.0009145699692445064,0.0013323246004654226,2713
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P5_stress_v1_1,delta_pulse_1s_resistance,c_rate_holdout_fold,1,0.0021948481552084213,0.0017216042703139935,0.004835375142009328,0.0017189263130199736,0.002836708121418405,97
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P5_stress_v1_1,delta_pulse_1s_resistance,condition_fold,5,0.0009921474653667916,0.0007566165191604444,0.003979082828913152,0.0006961718087118905,0.0011061599704610841,2713
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P5_stress_v1_1,delta_pulse_1s_resistance,profile_holdout_fold,1,0.0022471849701835417,0.0019322289340848475,0.00409324888606761,0.0018822214211726906,0.002143557826309567,510
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P5_stress_v1_1,delta_pulse_1s_resistance,temperature_holdout_fold,2,0.001078903531014148,0.000976805336968709,0.004200411901428322,0.000688272970203478,0.0012252879172720897,1222
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P5_stress_v1_1,delta_pulse_1s_resistance,voltage_window_holdout_fold,3,0.0015047095989003355,0.0010576458420830839,0.004149083931254276,0.0012114951094575133,0.0016977009912791344,2713
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E0_prior_eis,delta_pulse_1s_resistance,c_rate_holdout_fold,1,0.0028657681224913043,0.002345231959344127,0.005905777051091318,0.002108011158620639,0.0034863756959130545,97
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E0_prior_eis,delta_pulse_1s_resistance,condition_fold,5,0.0013803982437274878,0.0008987834713188904,0.006179384984619075,0.0008301594889122453,0.0014430001922866597,2713
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E0_prior_eis,delta_pulse_1s_resistance,profile_holdout_fold,1,0.0011624349526652689,0.0011778129874734965,0.0027399058406472154,0.0010665628913565678,0.0015136796531229034,510
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E0_prior_eis,delta_pulse_1s_resistance,temperature_holdout_fold,2,0.0015198741512848597,0.001145754771783898,0.0063639886490040164,0.0008719611779663241,0.0015865403412382518,1222
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E0_prior_eis,delta_pulse_1s_resistance,voltage_window_holdout_fold,3,0.0013951682082447199,0.0010287401459078017,0.0061336431169967155,0.0009665165543025042,0.0014931208234315466,2713
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E1_nominal_eis,delta_pulse_1s_resistance,c_rate_holdout_fold,1,0.0017847538353591302,0.0016134298616659803,0.00357627885350663,0.0014712901973736674,0.0023936498116062794,97
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E1_nominal_eis,delta_pulse_1s_resistance,condition_fold,5,0.0009966542759704737,0.0006809237464014801,0.0051274569562257686,0.0006576192304921668,0.0010991421429500056,2713
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E1_nominal_eis,delta_pulse_1s_resistance,profile_holdout_fold,1,0.0010127204468635934,0.0006847449309228275,0.0028921322694209855,0.0007778283071413171,0.001089275690556437,510
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E1_nominal_eis,delta_pulse_1s_resistance,temperature_holdout_fold,2,0.0011156598831922881,0.0008344289646884625,0.005008109219954641,0.0006978240788893262,0.0012708940272595076,1222
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E1_nominal_eis,delta_pulse_1s_resistance,voltage_window_holdout_fold,3,0.0011761676792010358,0.0009059670443099643,0.004800608352046481,0.0008807486571733358,0.0012940355963369902,2713
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E2_log_age_eis,delta_pulse_1s_resistance,c_rate_holdout_fold,1,0.0021471975390519576,0.001489159620183578,0.004574487441670504,0.001681731668827704,0.002592786530166223,97
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E2_log_age_eis,delta_pulse_1s_resistance,condition_fold,5,0.000985323719397168,0.0007058357462222246,0.004635888152395397,0.0006655178626210803,0.0011100620169381486,2713
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E2_log_age_eis,delta_pulse_1s_resistance,profile_holdout_fold,1,0.003987850597758531,0.0038332036377151553,0.005267043902750857,0.004146080844482263,0.004283514653470933,510
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E2_log_age_eis,delta_pulse_1s_resistance,temperature_holdout_fold,2,0.0011352974952059589,0.0007986072305609594,0.004456687023820445,0.0007260785927263199,0.0013069219500384326,1222
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E2_log_age_eis,delta_pulse_1s_resistance,voltage_window_holdout_fold,3,0.001435268279696174,0.0013990275785484042,0.004599516200158168,0.0012057694233960294,0.0015252841123185598,2713
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E3_stress_eis,delta_pulse_1s_resistance,c_rate_holdout_fold,1,0.0021507760984582854,0.0015982384196082861,0.004738653636147035,0.0016840002301425944,0.0027383237184919387,97
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E3_stress_eis,delta_pulse_1s_resistance,condition_fold,5,0.000987051764350187,0.0007609315791735798,0.0038117777402614994,0.000682693517349257,0.0011069717260913715,2713
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E3_stress_eis,delta_pulse_1s_resistance,profile_holdout_fold,1,0.0021976646751077325,0.002248721353580496,0.003506953664186212,0.0019421446148136807,0.0021710287374070085,510
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E3_stress_eis,delta_pulse_1s_resistance,temperature_holdout_fold,2,0.0010524241810353962,0.0007935866652575133,0.004423400791574406,0.0006872915387795236,0.001227854286174244,1222
sensitivity_excluding_monotonicity,L2_hist_gradient_boosting,P_E3_stress_eis,delta_pulse_1s_resistance,voltage_window_holdout_fold,3,0.0015680425697115663,0.0012995193313455698,0.003705844052666068,0.0013413457167474176,0.0017251866402646903,2713
