brier,calibration_intercept,calibration_slope,ece_10_bin,feature_group,heldout_fold,model_level,positive_count,row_count,split_name,target
0.039462708899393344,0.3464359672034696,0.04225756041986722,0.03321988058711377,W0_capacity_state,1,B6_hist_gradient_boosting_classifier,43,742,temperature_holdout_fold,event_within_1_checkup
0.0279176618852676,0.23206382201876868,0.0333203448970199,0.013247893726496195,W0_capacity_state,2,B6_hist_gradient_boosting_classifier,49,1060,temperature_holdout_fold,event_within_1_checkup
0.045808777894996836,0.3630467216481763,0.045065811250176495,0.032882921048217696,W0_capacity_state,1,B6_hist_gradient_boosting_classifier,84,1130,voltage_window_holdout_fold,event_within_1_checkup
0.043273292582100095,0.24408826844649748,0.030340791286198057,0.02922390827115485,W0_capacity_state,2,B6_hist_gradient_boosting_classifier,85,1371,voltage_window_holdout_fold,event_within_1_checkup
0.005886595841652218,0.023827185006549855,0.004262420913324031,0.03697281081257075,W0_capacity_state,3,B6_hist_gradient_boosting_classifier,4,1326,voltage_window_holdout_fold,event_within_1_checkup
0.10110596221659242,0.7478878411449246,0.09150385791954777,0.10522972695871359,W1_state_time,1,B6_hist_gradient_boosting_classifier,32,157,c_rate_holdout_fold,event_within_1_checkup
0.015935891948884475,0.5226915821162298,0.06885272489793902,0.014498537326922299,W1_state_time,0,B6_hist_gradient_boosting_classifier,42,844,condition_fold,event_within_1_checkup
0.012020613967567323,0.529303670363271,0.06958484058223559,0.013153561487064576,W1_state_time,1,B6_hist_gradient_boosting_classifier,28,865,condition_fold,event_within_1_checkup
0.013743971762504907,0.43484713954584625,0.05666937544169445,0.009901362396599648,W1_state_time,2,B6_hist_gradient_boosting_classifier,29,892,condition_fold,event_within_1_checkup
0.03781374689241001,0.4612168233474413,0.05803311352318478,0.0333886759874718,W1_state_time,3,B6_hist_gradient_boosting_classifier,38,509,condition_fold,event_within_1_checkup
0.022543046879494662,0.5026174116632262,0.06503508214413924,0.018625312843466954,W1_state_time,4,B6_hist_gradient_boosting_classifier,36,717,condition_fold,event_within_1_checkup
0.03524016905060322,0.36623047127289854,0.04752608465687861,0.03799290932539717,W1_state_time,1,B6_hist_gradient_boosting_classifier,36,752,profile_holdout_fold,event_within_1_checkup
0.026196551989475757,0.5399623956959687,0.06652095360981627,0.02299144069538991,W1_state_time,1,B6_hist_gradient_boosting_classifier,43,742,temperature_holdout_fold,event_within_1_checkup
0.02885882211909955,0.396438058638344,0.05156879523037678,0.026945715429762748,W1_state_time,2,B6_hist_gradient_boosting_classifier,49,1060,temperature_holdout_fold,event_within_1_checkup
0.06406462817682185,0.31569599662537806,0.041858468491112535,0.07229141370174247,W1_state_time,1,B6_hist_gradient_boosting_classifier,84,1130,voltage_window_holdout_fold,event_within_1_checkup
0.03482507551168731,0.5498235113383039,0.06920699338285152,0.033913467958473935,W1_state_time,2,B6_hist_gradient_boosting_classifier,85,1371,voltage_window_holdout_fold,event_within_1_checkup
0.002005023691953574,0.2647443087082965,0.03843871742209671,0.0009065405949126622,W1_state_time,3,B6_hist_gradient_boosting_classifier,4,1326,voltage_window_holdout_fold,event_within_1_checkup
0.09463106479433119,0.7434878795172537,0.09140404235563782,0.10622355429646427,W2_nominal,1,B6_hist_gradient_boosting_classifier,32,157,c_rate_holdout_fold,event_within_1_checkup
0.018167132008326106,0.49704189498382656,0.06409904923738909,0.017660210873338782,W2_nominal,0,B6_hist_gradient_boosting_classifier,42,844,condition_fold,event_within_1_checkup
