bias,condition_mean_mae,condition_median_mae,diagnostic_family,feature_group,heldout_fold,horizon_checkups,mae,model_level,n_test,n_train,rmse,split_name,target_name,test_conditions,train_conditions,worst_condition_mae
0.19834282351307617,0.4405477229391855,0.4101820984157817,eis,DH2_prior_same_diagnostic_state,2,5,0.4239425821203587,DM3_hist_gradient_boosting,979,1924,0.5691920606877965,voltage_window_holdout_fold,eis_phase_1kHz,26,36,0.9562436922408392
0.08199180103846075,0.42482763418151726,0.41185547272990986,eis,DH3_capacity_plus_prior_same_diagnostic,2,5,0.39441172943220126,DM3_hist_gradient_boosting,979,1924,0.5334781960529587,voltage_window_holdout_fold,eis_phase_1kHz,26,36,0.9342535915096956
-0.00018933806930997944,0.00042298342368373966,0.000278211654589372,eis,persistence,2,5,0.00025227477017364657,DM0_persistence,979,1924,0.0005523491740281146,voltage_window_holdout_fold,nyquist_im_peak_abs,26,36,0.001319
-0.0002831927924034663,0.0005562996368448075,0.00047439975864216734,eis,train_mean,2,5,0.0004517286620910215,DM1_train_mean,979,1924,0.0007223212474251144,voltage_window_holdout_fold,nyquist_im_peak_abs,26,36,0.0015684892337392332
0.0004572111199541434,0.0005974441346921202,0.0005180608664169268,eis,DH0_time_nominal,2,5,0.0006363562686625088,DM2_ridge,979,1924,0.0008709239401144014,voltage_window_holdout_fold,nyquist_im_peak_abs,26,36,0.0014294999999999998
0.00035539369814265097,0.000557528917468496,0.000504834844767653,eis,DH1_capacity_state,2,5,0.0005607482329776905,DM2_ridge,979,1924,0.0007795550518066971,voltage_window_holdout_fold,nyquist_im_peak_abs,26,36,0.0014334253149266415
0.0006578745334815941,0.000620292261500874,0.0005321180870907561,eis,DH2_prior_same_diagnostic_state,2,5,0.000723489601987653,DM2_ridge,979,1924,0.000941244993766913,voltage_window_holdout_fold,nyquist_im_peak_abs,26,36,0.001491369564016909
0.0006890308677769701,0.0006467753243882773,0.0005427322428757913,eis,DH3_capacity_plus_prior_same_diagnostic,2,5,0.0007522145010332285,DM2_ridge,979,1924,0.0009705679663346267,voltage_window_holdout_fold,nyquist_im_peak_abs,26,36,0.001566172453755886
0.0003698674705477907,0.0007028913701801001,0.0005294877986647111,eis,DH0_time_nominal,2,5,0.0007192977273022364,DM3_hist_gradient_boosting,979,1924,0.0011068854991730988,voltage_window_holdout_fold,nyquist_im_peak_abs,26,36,0.001970417612234936
0.0002686711479832951,0.0007097133909004119,0.0006666855461852785,eis,DH1_capacity_state,2,5,0.0006785871209832454,DM3_hist_gradient_boosting,979,1924,0.0010025727679081288,voltage_window_holdout_fold,nyquist_im_peak_abs,26,36,0.0015104068175657115
