diagnostic_family,gain_10pct_rows,horizon_checkups,max_relative_gain,mean_gain,mean_relative_gain,min_gain,min_relative_gain,nonnegative_gain_rows,positive_gain_rows,reference_name,rows,split_name,target_name
eis,1,5,0.23731214161580955,0.00026344963710829637,0.23731214161580955,0.00026344963710829637,0.23731214161580955,1,1,capacity_state,1,temperature_holdout_fold,eis_z_abs_1kHz
eis,1,5,0.17812227289705104,0.00018349975796760171,0.17812227289705104,0.00018349975796760171,0.17812227289705104,1,1,persistence,1,temperature_holdout_fold,eis_z_abs_1kHz
eis,0,5,-0.01564395858658526,-1.304156309497222e-05,-0.01564395858658526,-1.304156309497222e-05,-0.01564395858658526,0,0,prior_same_diagnostic,1,temperature_holdout_fold,eis_z_abs_1kHz
eis,1,5,0.3312704332463841,0.0005356312443951271,0.3312704332463841,0.0005356312443951271,0.3312704332463841,1,1,capacity_state,1,voltage_window_holdout_fold,eis_z_abs_1kHz
eis,0,5,-0.03875812711044878,-4.034429213044103e-05,-0.03875812711044878,-4.034429213044103e-05,-0.03875812711044878,0,0,persistence,1,voltage_window_holdout_fold,eis_z_abs_1kHz
eis,0,5,0.0022549536258865206,2.443721931181045e-06,0.0022549536258865206,2.443721931181045e-06,0.0022549536258865206,1,1,prior_same_diagnostic,1,voltage_window_holdout_fold,eis_z_abs_1kHz
eis,1,1,0.5465075039654073,0.00020507953860478194,0.5465075039654073,0.00020507953860478194,0.5465075039654073,1,1,capacity_state,1,all,nyquist_im_peak_abs
eis,0,1,-0.10905436641150545,-1.6733490066040053e-05,-0.10905436641150545,-1.6733490066040053e-05,-0.10905436641150545,0,0,persistence,1,all,nyquist_im_peak_abs
eis,1,1,0.12197250140033043,2.3640144132146008e-05,0.12197250140033043,2.3640144132146008e-05,0.12197250140033043,1,1,prior_same_diagnostic,1,all,nyquist_im_peak_abs
eis,1,1,0.5395491634778466,0.0002448580782456768,0.5395491634778466,0.0002448580782456768,0.5395491634778466,1,1,capacity_state,1,c_rate_holdout_fold,nyquist_im_peak_abs
eis,0,1,0.052935199952998835,1.1679696078232388e-05,0.052935199952998835,1.1679696078232388e-05,0.052935199952998835,1,1,persistence,1,c_rate_holdout_fold,nyquist_im_peak_abs
eis,0,1,0.03311645285784965,7.157087421976084e-06,0.03311645285784965,7.157087421976084e-06,0.03311645285784965,1,1,prior_same_diagnostic,1,c_rate_holdout_fold,nyquist_im_peak_abs
