feature_group,horizon_checkups,max_abs_error,mean_abs_error,median_abs_error,model_level,parameter_set,rows,split_name,target_name
DH3_capacity_plus_prior_same_diagnostic,2,1.792764473863644,0.7729069911911082,0.5995858071371623,DM3_hist_gradient_boosting,60,10,temperature_holdout_fold,eis_phase_1kHz
DH1_capacity_state,5,1.441362308005681,0.7722004317204362,0.7767161926399629,DM3_hist_gradient_boosting,17,12,temperature_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,1,1.6281911448260633,0.768214371109638,0.5203532616501009,DM3_hist_gradient_boosting,36,6,voltage_window_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,5,1.4919870036422362,0.7658876118825841,0.7949910503459565,DM3_hist_gradient_boosting,16,66,voltage_window_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,5,0.7638280379290678,0.7638280379290678,0.7638280379290678,DM3_hist_gradient_boosting,27,1,voltage_window_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,1,1.6896964637968668,0.763086079045888,0.5657924087387662,DM3_hist_gradient_boosting,36,6,c_rate_holdout_fold,eis_phase_1kHz
DH1_capacity_state,1,1.8444861750849841,0.7609731368781312,0.7516706150728439,DM3_hist_gradient_boosting,51,60,voltage_window_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,3,4.854230573495469,0.7605386006402635,0.30753418300645696,DM3_hist_gradient_boosting,26,27,temperature_holdout_fold,eis_phase_1kHz
DH1_capacity_state,2,4.47680940411902,0.7592785442867311,0.32521080295258914,DM3_hist_gradient_boosting,26,30,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,2,1.7126126830824218,0.7589324916363565,0.46249752245457965,DM3_hist_gradient_boosting,60,10,voltage_window_holdout_fold,eis_phase_1kHz
persistence,3,1.452,0.756909090909091,0.471,DM0_persistence,18,11,condition_fold,eis_phase_1kHz
persistence,3,1.452,0.756909090909091,0.471,DM0_persistence,18,11,temperature_holdout_fold,eis_phase_1kHz
persistence,3,1.452,0.756909090909091,0.471,DM0_persistence,18,11,voltage_window_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,2,1.5265774378014267,0.753518444568375,0.7581917319208096,DM3_hist_gradient_boosting,51,57,voltage_window_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,2,1.218249299433821,0.7532711513201233,0.7268829209949826,DM3_hist_gradient_boosting,19,3,temperature_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,5,1.2119631830477409,0.7521201028893355,0.833059885498199,DM3_hist_gradient_boosting,30,12,voltage_window_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,1,1.2509798382535933,0.7505017074231229,0.8037574539538891,DM3_hist_gradient_boosting,23,6,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,2,1.4369105272141245,0.7501737156254528,0.9507141562082934,DM3_hist_gradient_boosting,67,9,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,1,2.284255005125887,0.7497079257382735,0.6798433127659067,DM3_hist_gradient_boosting,76,82,temperature_holdout_fold,eis_phase_1kHz
DH1_capacity_state,2,2.2117411970214835,0.7449176575247233,0.6250852903396373,DM3_hist_gradient_boosting,29,37,voltage_window_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,2,4.409424557921785,0.7438434783901771,0.299478685689893,DM3_hist_gradient_boosting,26,30,temperature_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,3,4.817874449317065,0.7424601268778701,0.2781912205808408,DM3_hist_gradient_boosting,26,27,condition_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,1,1.007096378859248,0.7411880984224489,0.7972814949218598,DM3_hist_gradient_boosting,32,6,c_rate_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,2,1.4147113286640494,0.7400537006036317,0.7295938346008874,DM3_hist_gradient_boosting,51,57,voltage_window_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,5,2.18041716979578,0.7400193240886179,0.6980288184078806,DM3_hist_gradient_boosting,76,70,temperature_holdout_fold,eis_phase_1kHz
DH1_capacity_state,1,1.6266039338962544,0.7399629901899595,0.6801390167693305,DM3_hist_gradient_boosting,54,43,temperature_holdout_fold,eis_phase_1kHz
DH1_capacity_state,1,1.8033072113659707,0.7388720333215846,0.7261434350707894,DM3_hist_gradient_boosting,14,84,temperature_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,5,2.238882032376543,0.738623632978799,0.6838402909654897,DM3_hist_gradient_boosting,76,70,temperature_holdout_fold,eis_phase_1kHz
DH1_capacity_state,3,1.3099807544902906,0.7381720835411769,0.7568189761762422,DM3_hist_gradient_boosting,2,78,voltage_window_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,2,0.9990648930631447,0.7356621312668624,0.884656416831711,DM3_hist_gradient_boosting,19,3,condition_fold,eis_phase_1kHz
persistence,3,1.7120000000000002,0.7354285714285714,0.791,DM0_persistence,27,7,condition_fold,eis_phase_1kHz
persistence,3,1.7120000000000002,0.7354285714285714,0.791,DM0_persistence,27,7,temperature_holdout_fold,eis_phase_1kHz
persistence,3,1.7120000000000002,0.7354285714285714,0.791,DM0_persistence,27,7,voltage_window_holdout_fold,eis_phase_1kHz
persistence,1,1.6,0.7348333333333334,0.7280000000000001,DM0_persistence,31,6,condition_fold,eis_phase_1kHz
persistence,1,1.6,0.7348333333333334,0.7280000000000001,DM0_persistence,31,6,voltage_window_holdout_fold,eis_phase_1kHz
persistence,2,0.734,0.734,0.734,DM0_persistence,24,1,c_rate_holdout_fold,eis_phase_1kHz
persistence,2,0.734,0.734,0.734,DM0_persistence,24,1,condition_fold,eis_phase_1kHz
persistence,2,0.734,0.734,0.734,DM0_persistence,24,1,temperature_holdout_fold,eis_phase_1kHz
persistence,2,0.734,0.734,0.734,DM0_persistence,24,1,voltage_window_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,2,4.050070968151069,0.7288749776867249,0.3162504463235306,DM3_hist_gradient_boosting,26,30,condition_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,3,4.429996137930582,0.7286913676377502,0.29028538345779376,DM3_hist_gradient_boosting,26,27,condition_fold,eis_phase_1kHz
DH1_capacity_state,5,1.3166100225181772,0.7286344043260456,0.5776452600396921,DM3_hist_gradient_boosting,17,12,condition_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,1,1.1359826867752425,0.7257108745372283,0.6858909591486795,DM3_hist_gradient_boosting,24,4,condition_fold,eis_phase_1kHz
DH1_capacity_state,5,1.5085650142648857,0.725279186505357,0.7767462542596723,DM3_hist_gradient_boosting,16,66,temperature_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,2,4.293128404626941,0.7243747270271134,0.31640509338098344,DM3_hist_gradient_boosting,26,30,temperature_holdout_fold,eis_phase_1kHz
DH1_capacity_state,1,2.4397590000029976,0.7241617365511408,0.5307860880059627,DM3_hist_gradient_boosting,46,84,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,1,1.715135148691103,0.7238416601370417,0.7413878641476638,DM3_hist_gradient_boosting,14,84,condition_fold,eis_phase_1kHz
DH1_capacity_state,3,2.0291826200944723,0.7227000865631461,0.582274474675953,DM3_hist_gradient_boosting,17,18,voltage_window_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,2,4.416476225399856,0.7209605660096362,0.32428625762499935,DM3_hist_gradient_boosting,26,30,voltage_window_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,5,1.5851342197930685,0.7185304328281041,0.7073597053278877,DM3_hist_gradient_boosting,73,20,condition_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,2,1.9029686758590627,0.7184977836609243,0.5088770216624559,DM3_hist_gradient_boosting,60,10,temperature_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,5,1.7952630065581683,0.7179755189404411,0.6565289985972043,DM3_hist_gradient_boosting,73,20,voltage_window_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,5,1.0527418792342929,0.7157019737675855,0.769041824853081,DM3_hist_gradient_boosting,18,5,temperature_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,2,1.0366562993049544,0.7156361567174767,0.7156361567174767,DM3_hist_gradient_boosting,44,2,c_rate_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,3,4.371047859739388,0.714740883776746,0.2875926067409541,DM3_hist_gradient_boosting,26,27,temperature_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,1,1.0110579519384373,0.7131772577163513,0.7703294694030465,DM3_hist_gradient_boosting,32,6,condition_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,3,1.7023341279677657,0.7100414104472158,0.5093013786250817,DM3_hist_gradient_boosting,60,7,temperature_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,2,2.097859656870246,0.7095027412391485,0.42398001261299095,DM3_hist_gradient_boosting,60,10,voltage_window_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,1,1.4707900387669026,0.7089160544795057,0.4757958170722525,DM3_hist_gradient_boosting,36,6,condition_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,2,1.3063266937703404,0.7056059385448212,0.652641531023679,DM3_hist_gradient_boosting,70,13,voltage_window_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,3,1.1153748399022891,0.7049518326874976,0.6503104855726494,DM3_hist_gradient_boosting,43,6,condition_fold,eis_phase_1kHz
DH1_capacity_state,2,1.7716100144152755,0.7040174996982308,0.6135035457901464,DM3_hist_gradient_boosting,29,37,condition_fold,eis_phase_1kHz
DH1_capacity_state,3,1.657109505776731,0.7024009182940019,0.6544078822407657,DM3_hist_gradient_boosting,53,35,temperature_holdout_fold,eis_phase_1kHz
DH1_capacity_state,1,0.9854855265962764,0.701943738666187,0.7887997791572507,DM3_hist_gradient_boosting,32,6,condition_fold,eis_phase_1kHz
DH1_capacity_state,3,1.7921041606580852,0.7011480513123888,0.6021430131696284,DM3_hist_gradient_boosting,29,34,condition_fold,eis_phase_1kHz
DH1_capacity_state,5,1.5130551053254493,0.7000728314057074,0.646603565719041,DM3_hist_gradient_boosting,29,28,condition_fold,eis_phase_1kHz
DH1_capacity_state,5,1.311304127402081,0.6999101740617012,0.746892962291461,DM3_hist_gradient_boosting,47,19,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,3,1.1384815661721688,0.6988399174023702,0.5803304690909101,DM3_hist_gradient_boosting,48,4,voltage_window_holdout_fold,eis_phase_1kHz
persistence,3,1.4812526183493926,0.6964646597641989,0.491,DM0_persistence,60,7,temperature_holdout_fold,eis_phase_1kHz
persistence,1,1.4289999999999998,0.6964166666666666,0.7535000000000001,DM0_persistence,67,12,condition_fold,eis_phase_1kHz
persistence,1,1.4289999999999998,0.6964166666666666,0.7535000000000001,DM0_persistence,67,12,profile_holdout_fold,eis_phase_1kHz
persistence,1,1.4289999999999998,0.6964166666666666,0.7535000000000001,DM0_persistence,67,12,temperature_holdout_fold,eis_phase_1kHz
persistence,1,1.4289999999999998,0.6964166666666666,0.7535000000000001,DM0_persistence,67,12,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,2,4.468718106061932,0.6957206764260484,0.31419793547814934,DM3_hist_gradient_boosting,26,30,temperature_holdout_fold,eis_phase_1kHz
persistence,3,1.475051160960252,0.695578737280036,0.491,DM0_persistence,60,7,condition_fold,eis_phase_1kHz
DH1_capacity_state,5,1.9031603944942364,0.6953237631078554,0.6459802093441376,DM3_hist_gradient_boosting,51,48,voltage_window_holdout_fold,eis_phase_1kHz
persistence,3,1.4638051948051949,0.6939721706864564,0.491,DM0_persistence,60,7,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,3,2.4625869945293983,0.6924305733858416,0.5857051324211583,DM3_hist_gradient_boosting,46,78,voltage_window_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,3,1.1382957589531804,0.6908166173169876,0.5481670448733817,DM3_hist_gradient_boosting,40,7,c_rate_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,5,0.6903449778825166,0.6903449778825166,0.6903449778825166,DM3_hist_gradient_boosting,40,1,c_rate_holdout_fold,eis_phase_1kHz
persistence,3,1.4259869888475838,0.6885695698353691,0.491,DM0_persistence,60,7,c_rate_holdout_fold,eis_phase_1kHz
DH1_capacity_state,2,1.023182915383198,0.6869031272036007,0.6482889216670953,DM3_hist_gradient_boosting,48,7,voltage_window_holdout_fold,eis_phase_1kHz
persistence,1,4.367,0.6864545454545455,0.359,DM0_persistence,26,33,condition_fold,eis_phase_1kHz
persistence,1,4.367,0.6864545454545455,0.359,DM0_persistence,26,33,temperature_holdout_fold,eis_phase_1kHz
persistence,1,4.367,0.6864545454545455,0.359,DM0_persistence,26,33,voltage_window_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,3,1.3085268047062333,0.6853679743151063,0.7230281523980993,DM3_hist_gradient_boosting,16,72,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,3,1.6642278461081266,0.6845258210577934,0.3412278461081265,DM3_hist_gradient_boosting,60,7,voltage_window_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,2,0.8193974341698445,0.6843955096371468,0.6843955096371468,DM3_hist_gradient_boosting,44,2,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,3,1.413437546815059,0.6838380555249917,0.7470796491896101,DM3_hist_gradient_boosting,16,72,temperature_holdout_fold,eis_phase_1kHz
persistence,5,2.288,0.6825,0.48549999999999993,DM0_persistence,29,28,condition_fold,eis_phase_1kHz
persistence,5,2.288,0.6825,0.48549999999999993,DM0_persistence,29,28,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,1,1.291208693041576,0.6823150622805446,0.7478860569797424,DM3_hist_gradient_boosting,18,17,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,5,1.6084521825115687,0.682058947165697,0.6387536767980924,DM3_hist_gradient_boosting,50,72,voltage_window_holdout_fold,eis_phase_1kHz
persistence,2,1.811,0.6807619047619047,0.5670000000000001,DM0_persistence,17,21,condition_fold,eis_phase_1kHz
persistence,2,1.811,0.6807619047619047,0.5670000000000001,DM0_persistence,17,21,temperature_holdout_fold,eis_phase_1kHz
persistence,2,1.811,0.6807619047619047,0.5670000000000001,DM0_persistence,17,21,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,2,1.793485184412977,0.680717615966216,0.6674551297189744,DM3_hist_gradient_boosting,14,81,temperature_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,2,1.9921286719528752,0.6798699569553135,0.4994582683784079,DM3_hist_gradient_boosting,60,10,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,5,1.6604467580691025,0.6796044344565899,0.6363054263344063,DM3_hist_gradient_boosting,14,72,condition_fold,eis_phase_1kHz
DH1_capacity_state,5,0.6785277426345679,0.6785277426345679,0.6785277426345679,DM3_hist_gradient_boosting,27,1,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,2,1.4877171161414515,0.6779351134987779,0.7353581547281747,DM3_hist_gradient_boosting,18,14,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,2,1.879650944859321,0.6778828334708654,0.6906004296832711,DM3_hist_gradient_boosting,14,81,condition_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,1,1.6175690873337831,0.6778613074226975,0.601624072683973,DM3_hist_gradient_boosting,19,6,temperature_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,5,1.1967796240741935,0.6775554913070305,0.6570871407523275,DM3_hist_gradient_boosting,30,12,condition_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,5,1.2674132361646764,0.6759928386153033,0.7247923634873475,DM3_hist_gradient_boosting,16,66,condition_fold,eis_phase_1kHz
DH1_capacity_state,3,1.6972809945689733,0.6759551663384886,0.6555762728046766,DM3_hist_gradient_boosting,14,78,temperature_holdout_fold,eis_phase_1kHz
persistence,2,1.29,0.675625,0.743,DM0_persistence,35,8,condition_fold,eis_phase_1kHz
persistence,2,1.29,0.675625,0.743,DM0_persistence,35,8,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,2,1.333091637816594,0.6754310524652614,0.711959850508794,DM3_hist_gradient_boosting,16,75,temperature_holdout_fold,eis_phase_1kHz
DH1_capacity_state,2,1.6840474401258572,0.6750440558533746,0.6282429685902733,DM3_hist_gradient_boosting,12,75,condition_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,2,1.4759773903978286,0.6740792191094089,0.7004150766648223,DM3_hist_gradient_boosting,47,28,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,3,1.1380884634943547,0.6740506826360383,0.5865546980013182,DM3_hist_gradient_boosting,43,6,condition_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,5,1.8471176346788643,0.6739628298768506,0.581553781508715,DM3_hist_gradient_boosting,53,29,temperature_holdout_fold,eis_phase_1kHz
DH1_capacity_state,1,1.7622283812724273,0.6732807416525382,0.5680830150159799,DM3_hist_gradient_boosting,60,12,temperature_holdout_fold,eis_phase_1kHz
DH1_capacity_state,2,1.3688801252566156,0.6726209089204348,0.5458801252566156,DM3_hist_gradient_boosting,31,3,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,2,2.5107060438873714,0.6716015368465322,0.47902755403658526,DM3_hist_gradient_boosting,46,81,voltage_window_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,2,0.750306881652298,0.6708044625083049,0.744496151969445,DM3_hist_gradient_boosting,20,3,c_rate_holdout_fold,eis_phase_1kHz
DH1_capacity_state,2,2.3426899108412105,0.6702778020353868,0.4683859318405046,DM3_hist_gradient_boosting,17,21,voltage_window_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,2,1.058935286374493,0.6702549065152864,0.7526100027392366,DM3_hist_gradient_boosting,28,6,c_rate_holdout_fold,eis_phase_1kHz
DH2_prior_same_diagnostic_state,1,1.4742105891144952,0.6694779161252624,0.6729614153987922,DM3_hist_gradient_boosting,67,12,voltage_window_holdout_fold,eis_phase_1kHz
persistence,1,1.3599999999999999,0.6675555555555556,0.536,DM0_persistence,28,9,c_rate_holdout_fold,eis_phase_1kHz
persistence,1,1.3599999999999999,0.6675555555555556,0.536,DM0_persistence,28,9,condition_fold,eis_phase_1kHz
persistence,1,1.3599999999999999,0.6675555555555556,0.536,DM0_persistence,28,9,temperature_holdout_fold,eis_phase_1kHz
persistence,1,1.3599999999999999,0.6675555555555556,0.536,DM0_persistence,28,9,voltage_window_holdout_fold,eis_phase_1kHz
DH1_capacity_state,2,1.4095480509355829,0.6666379564709746,0.6386988390876398,DM3_hist_gradient_boosting,53,38,temperature_holdout_fold,eis_phase_1kHz
DH1_capacity_state,2,0.9161757494024467,0.6659968634315326,0.9149360600722819,DM3_hist_gradient_boosting,19,3,condition_fold,eis_phase_1kHz
DH1_capacity_state,3,1.703710702454631,0.6650242024242271,0.625108945560545,DM3_hist_gradient_boosting,12,72,condition_fold,eis_phase_1kHz
DH1_capacity_state,1,1.338208693041576,0.6646154027575384,0.47559829538942644,DM3_hist_gradient_boosting,56,10,voltage_window_holdout_fold,eis_phase_1kHz
persistence,3,1.3780000000000001,0.6619285714285714,0.6235,DM0_persistence,39,14,condition_fold,eis_phase_1kHz
persistence,3,1.3780000000000001,0.6619285714285714,0.6235,DM0_persistence,39,14,voltage_window_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,1,1.1034497268242105,0.6608942531438706,0.598302654746676,DM3_hist_gradient_boosting,24,4,temperature_holdout_fold,eis_phase_1kHz
DH1_capacity_state,5,1.7059877158308125,0.6607207955039073,0.6527779112618539,DM3_hist_gradient_boosting,14,72,temperature_holdout_fold,eis_phase_1kHz
persistence,1,1.427,0.6588461538461539,0.5749999999999998,DM0_persistence,40,13,c_rate_holdout_fold,eis_phase_1kHz
persistence,1,1.427,0.6588461538461539,0.5749999999999998,DM0_persistence,40,13,condition_fold,eis_phase_1kHz
persistence,1,1.427,0.6588461538461539,0.5749999999999998,DM0_persistence,40,13,voltage_window_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,2,1.0031256469610987,0.657584967691716,0.7140874129744881,DM3_hist_gradient_boosting,28,6,c_rate_holdout_fold,eis_phase_1kHz
DH3_capacity_plus_prior_same_diagnostic,3,1.5793321189416507,0.6571702644785965,0.5552022650077459,DM3_hist_gradient_boosting,70,10,condition_fold,eis_phase_1kHz
persistence,3,2.291,0.6536111111111111,0.5429999999999999,DM0_persistence,17,18,condition_fold,eis_phase_1kHz
