target,model_level,feature_group,heldout_fold,parameter_set,aging_mode,nominal_temperature_C,voltage_window_family,nominal_charge_C_rate,nominal_discharge_C_rate,profile_label,rows,cells,mae,rmse,mean_signed_error,median_abs_error,mean_y_true,mean_y_pred,support_score,nearest_distance,nearest_parameter_set,same_stressor_support_count,exact_nominal_match_count,claim_scope
delta_capacity_Ah,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.07326388850505909,0.1001216353789116,0.0033202570678195374,0.04289577881096723,-0.309043,-0.30572274293218044,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.07311458867140844,0.12930472284497263,0.0373573278645446,0.02731021981285736,-0.15166739285714284,-0.11431006499259826,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F7_c_rate_focused,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.072159571122498,0.10432026947835586,0.06631241313200086,0.042980517300683196,2.2329524000000003,2.299264813132001,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F5_log_age_histograms,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.07149667612356853,0.09904725354661446,0.0513868284335286,0.037947911763552264,-0.3021248888888889,-0.25073806045536023,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F5_log_age_histograms,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.06863252167178463,0.12599086980682248,0.040939006652150264,0.0385675498577335,-0.30324830769230765,-0.26230930104015737,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F6_coupled_stress,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.06856305375201563,0.0873310805714699,-0.011949016005154595,0.042380966813469034,-0.309043,-0.32099201600515465,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.06552128588912921,0.0979342672147923,0.04592226592754516,0.020130418430191768,-0.3021248888888889,-0.2562026229613437,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.06527028239778086,0.11678050889959235,0.057335241521902426,0.02649480901439083,2.342058464285714,2.399393705807617,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F6_coupled_stress,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.06404210272083369,0.09730701792574645,-0.011659320656085496,0.02811464584180197,-0.15166739285714284,-0.16332671351322836,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F5_log_age_histograms,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.06300870675958543,0.08149833947569282,0.003701492135965434,0.0502432863261123,-0.309043,-0.3053415078640346,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.06267820770028784,0.09953553883646842,-0.017360218588931147,0.021882792452495685,-0.15166739285714284,-0.169027611446074,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.0626126446340543,0.11491018789344712,0.0584493444261895,0.006822410488937898,-0.16491580000000003,-0.10646645557381054,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.062365060265814745,0.10258073778267188,0.04879916749288411,0.0283011463759697,2.342058464285714,2.3908576317785983,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F6_coupled_stress,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.06204634460892219,0.09227110678538611,0.04013805414038031,0.024824787004474075,-0.3021248888888889,-0.2619868347485086,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F5_log_age_histograms,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.06098811692910116,0.0964772993010072,-0.011218630871914517,0.02197442910263335,-0.15166739285714284,-0.1628860237290574,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.06075440816102948,0.10902166226524851,0.013129632148611355,0.019959500774295535,-0.30324830769230765,-0.2901186755436963,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F6_coupled_stress,1,56,cyclic,40.0,approx_0_100,1.67,1.0,0,13,3,0.06068277141782836,0.1098768814783157,0.015490599461323164,0.02301066286540998,-0.30324830769230765,-0.2877577082309845,0.5988023952095809,0.6699999999999999,55,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.0606352817829409,0.1025145471346566,0.03316367469643903,0.02451067435504517,2.342058464285714,2.3752221389821533,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.059863661867858506,0.10362809764701297,0.0339002503330177,0.030156137371048733,-0.15166739285714284,-0.11776714252412517,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.059720182636291023,0.07760547292864177,-0.011042691987284177,0.036370262185073415,-0.309043,-0.3200856919872842,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F9_event_segmented_stress,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.05944198924798733,0.08327410113678368,0.014564107538762295,0.036046297411414185,-0.309043,-0.29447889246123776,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F9_event_segmented_stress,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.05930970657968148,0.08457425201726826,0.021762755773761244,0.0338684094532431,2.342058464285714,2.3638212200594753,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.059088853564472354,0.09741377661482867,-0.01905512078321151,0.027167473060403322,-0.15166739285714284,-0.17072251364035437,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.058944176408148564,0.08128018509000097,0.016064035057152086,0.043827450615182235,-0.16491580000000003,-0.14885176494284796,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.058196569368489263,0.1132548398462095,0.04936650701679021,0.027820268880327292,2.373168236842105,2.4225347438588956,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.05816039028296021,0.10909947881272433,0.03349644773434186,0.019159257922634954,2.373168236842105,2.4066646845764468,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.05779418813908073,0.09658698132177627,0.04583348204743098,0.030776466788501988,2.342058464285714,2.3878919463331454,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F9_event_segmented_stress,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.05686958194551389,0.09624633632475092,0.030499852036273426,0.027944444898100718,-0.15166739285714284,-0.12116754082086943,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.05619462705614677,0.08628146899779478,0.001980135203953959,0.023821212572763928,2.342058464285714,2.3440385994896684,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.05544582021671367,0.10497720442528095,0.050870086022026764,0.009265556991144841,2.6386577,2.689527786022027,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.05489777210565321,0.08309590982710384,0.006607898433143133,0.030982789804231636,2.373168236842105,2.3797761352752484,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.05481165937523116,0.0897154478425685,0.04065983749336684,0.020003875638920657,-0.16491580000000003,-0.1242559625066332,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.054464530901959976,0.09292082406856045,0.04393475529125907,0.015920214958120057,-0.16491580000000003,-0.12098104470874096,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F5_log_age_histograms,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.0542782056153059,0.07323454075612694,0.0437912262108877,0.041473848716891304,2.2329524000000003,2.2767436262108878,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F5_log_age_histograms,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.05420353060335009,0.08287769062239235,-0.0010919277773052444,0.028706719347350473,2.342058464285714,2.3409665365084087,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.053771391005023685,0.09857519941614865,0.053771391005023685,0.010461334899610285,-0.16491580000000003,-0.11114440899497635,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F7_c_rate_focused,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.05362842463353632,0.07940753176180224,0.023689578142879763,0.038896873838786206,-0.16491580000000003,-0.14122622185712025,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.053297336023533995,0.09350527565094587,0.05224983482011773,0.01099344353377818,2.6386577,2.6909075348201177,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F6_coupled_stress,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.0528314872230067,0.09163615231221135,0.033846282792821036,0.03291474065858924,2.342058464285714,2.3759047470785353,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F6_coupled_stress,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.0525801335425855,0.07895358920746506,0.0019370259821220473,0.030591369768303345,2.342058464285714,2.3439954902678366,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,28,cyclic,0.0,approx_10_90,1.67,1.0,0,9,3,0.052117357280572235,0.06064555008099516,0.006352734470791571,0.04770808426013451,-0.3021248888888889,-0.2957721544180973,0.5988023952095809,0.6699999999999999,27,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.051798509497007504,0.0879733931738657,0.03735632052083527,0.02245246888812491,2.342058464285714,2.3794147848065497,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F7_c_rate_focused,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.05147291617069952,0.0802550274410306,0.01486344604610615,0.028152810449424637,2.373168236842105,2.3880316828882115,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F6_coupled_stress,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.05057770343688366,0.07145061328540943,0.0416041261613487,0.03528813712923329,2.2329524000000003,2.2745565261613487,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.05045681347280119,0.08315008618569229,-0.002806108943772366,0.02627453984585901,-0.10545702631578949,-0.10826313525956184,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.05025047870125591,0.09142709570275916,0.018375911556448497,0.02063730285422638,2.342058464285714,2.360434375842163,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.05024952338253444,0.07270726950635166,0.040599503699759794,0.02859394882109134,2.2329524000000003,2.27355190369976,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F10_c_rate_v1_1,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.05005318813922306,0.07655456033866685,0.03416747406606887,0.033239015461057994,-0.10545702631578949,-0.07128955224972061,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.049976573487703915,0.08766854799949965,0.016479067495826356,0.02051548517684254,-0.15166739285714284,-0.1351883253613165,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F7_c_rate_focused,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.049911135620017366,0.08093088045551314,0.048923232596959326,0.027963975655399934,-0.10545702631578949,-0.05653379371883015,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.04966747931986533,0.08629367359463783,0.01574020259328277,0.022785481939221412,-0.15166739285714284,-0.1359271902638601,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F6_coupled_stress,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.04954557888981807,0.08441402473288204,0.016853455165882908,0.02361217956248829,-0.15166739285714284,-0.13481393769125996,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.049188343128470154,0.06989740288531124,0.02410681697332772,0.017079289845537637,2.2329524000000003,2.2570592169733277,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.0489030371047503,0.06318647437015097,0.02382805188474211,0.034087467952065076,2.6386577,2.6624857518847422,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,1,52,cyclic,25.0,approx_10_90,1.67,1.0,0,28,3,0.04884034762873123,0.08841846180514239,0.01815915294043528,0.022344614303804612,-0.15166739285714284,-0.1335082399167076,0.5988023952095809,0.6699999999999999,51,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.04843264345630562,0.09903812000845252,0.03843867390520585,0.019505539909902225,2.373168236842105,2.411606910747311,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F9_event_segmented_stress,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.04824116412270826,0.07860518447528377,0.045454835581214686,0.027948192358741984,-0.10545702631578949,-0.060002190734574794,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.04661930157513292,0.09378899789998386,0.04080360562714986,0.018585986656081133,2.373168236842105,2.4139718424692553,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F9_event_segmented_stress,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.04539192825665785,0.09330197059501341,0.030959596794431353,0.01647873300496494,2.373168236842105,2.4041278336365366,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F6_coupled_stress,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.044331880079322115,0.06656738882698102,0.025422965556781252,0.02905804454107397,2.6386577,2.6640806655567815,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F5_log_age_histograms,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.044165768620961866,0.0689403001383167,0.02606146868822994,0.023660467194242196,2.6386577,2.6647191686882303,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F9_event_segmented_stress,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.04390818352271274,0.0721287356287146,0.0196123498811401,0.02594057466018662,2.373168236842105,2.3927805867232452,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.04323852539715805,0.06803039437931213,0.01096868583081358,0.02165828886970944,2.373168236842105,2.384136922672919,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F7_c_rate_focused,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.042998951641867844,0.08009720448304436,0.035175679523340886,0.0074208643521604944,2.6386577,2.673833379523341,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.042748592326321555,0.07130232084777932,0.032017647951659046,0.011454436951513713,2.6386577,2.670675347951659,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F9_event_segmented_stress,1,40,cyclic,10.0,approx_10_90,1.67,1.0,0,15,3,0.04211225120560257,0.05939953383027807,0.03233205018177906,0.0255665143272501,2.2329524000000003,2.2652844501817793,0.5988023952095809,0.6699999999999999,39,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.04186887449952237,0.06872866033393493,0.03541574931513769,0.01195598900003092,2.6386577,2.674073449315138,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F6_coupled_stress,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.04153401994019612,0.07275245713882096,0.034243760938908976,0.009424633639674385,2.6386577,2.672901460938909,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F5_log_age_histograms,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.04152436692007135,0.06010473279007024,0.0006810212412311056,0.021724084679329562,-0.16491580000000003,-0.16423477875876893,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F6_coupled_stress,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.04128163939410179,0.08703148436463895,0.03021615401458271,0.01682291714336892,2.373168236842105,2.403384390856688,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.04111591947851581,0.06579340303530332,0.029586227552140538,0.019553249878003776,-0.16491580000000003,-0.1353295724478595,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.04007209574014873,0.08736214300855256,0.03217574482564317,0.01517213563476405,2.373168236842105,2.4053439816677487,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F9_event_segmented_stress,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.0397627278500432,0.06812689060140938,0.038374493379819574,0.018040046937252363,2.6386577,2.67703219337982,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L3_quantile_hist_gradient_boosting,F8_timestamp_weighted_stress,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.0391631456631091,0.06314863093656342,0.02317603248669564,0.01452556151418638,2.6386577,2.661833732486696,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F6_coupled_stress,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.038488600489545846,0.061982488781034066,0.025479155435684697,0.015099877799551686,-0.16491580000000003,-0.13943664456431532,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F6_coupled_stress,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.03801886181104387,0.06062811723764391,0.013764367340583318,0.02067349534710816,2.373168236842105,2.3869326041826886,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F5_log_age_histograms,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.03740120668415887,0.0670025581413684,0.028830275747758777,0.014604745924446015,-0.16491580000000003,-0.13608552425224124,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F7_c_rate_focused,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.03734319968524985,0.06706255945262404,0.034287029657126517,0.015764417253116322,-0.10545702631578949,-0.07116999665866296,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F4_state_log_age_scalar,1,48,cyclic,25.0,approx_10_100,1.67,1.0,0,10,3,0.036942012274586974,0.05912410278577357,0.027113734441388315,0.011204445200497348,2.6386577,2.665771434441388,0.5988023952095809,0.6699999999999999,47,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.03683405495079126,0.06940422955218552,0.03547445836656126,0.012970430164758504,-0.10545702631578949,-0.06998256794922822,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F5_log_age_histograms,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.035920273309618236,0.05953354771231971,0.010892426538868594,0.023946719244144044,2.373168236842105,2.384060663380974,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
capacity_Ah_k1,L2_hist_gradient_boosting,F8_timestamp_weighted_stress,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.03570514650736839,0.05664793096588849,0.008755535780963424,0.016415425454664456,2.373168236842105,2.3819237726230686,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
delta_capacity_Ah,L2_hist_gradient_boosting,F5_log_age_histograms,1,64,cyclic,40.0,approx_10_90,1.67,1.0,0,38,3,0.03542395302340682,0.05313556648375912,0.007468939481043403,0.023586214440956283,-0.10545702631578949,-0.09798808683474608,0.5988023952095809,0.6699999999999999,63,0,0,condition_error_hotspot_diagnostic
