target,split_name,heldout_fold,parameter_set,gain,n_intervals,nominal_temperature_C,voltage_window_family,nominal_charge_C_rate,aging_mode,prior_eis_feature_group,prior_eis_source_report,best_noneis_feature_group,best_noneis_source_report,best_noneis_condition_mae,prior_eis_condition_mae
capacity_Ah_k1,condition_fold,4,45,-0.0034763880835853665,84,25.0,approx_10_100,0.33,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.013288268874472658,0.016764656958058025
capacity_Ah_k1,condition_fold,4,47,-0.020402600536129793,30,25.0,approx_10_100,1.0,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.053019517071814674,0.07342211760794447
capacity_Ah_k1,condition_fold,4,51,0.0013979907973127488,63,25.0,approx_10_90,1.0,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.03093727952479336,0.02953928872748061
capacity_Ah_k1,condition_fold,4,52,-0.008813348310615025,28,25.0,approx_10_90,1.67,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.04967587971403596,0.05848922802465099
capacity_Ah_k1,condition_fold,4,53,-0.0011901388560176598,44,40.0,approx_0_100,0.33,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.060379528694900424,0.061569667550918084
capacity_Ah_k1,condition_fold,4,64,-0.01682607437204698,38,40.0,approx_10_90,1.67,cyclic,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.054019119410013645,0.07084519378206063
capacity_Ah_k1,condition_fold,4,69,0.0059704783953490465,84,10.0,approx_0_100,0.0,profile,C_E2_log_age_eis,capacity_with_prior_eis_hgb50_report.json,F6_coupled_stress,capacity_stress_features_v1_1_hgb50_report.json,0.019643654786160786,0.01367317639081174
capacity_Ah_k1,profile_holdout_fold,1,65,0.024709634572605194,55,0.0,approx_0_100,0.0,profile,C_E0_state_time_eis,capacity_with_prior_eis_hgb50_report.json,F1_state_time,capacity_hgb50_focused_report.json,0.10429378254808666,0.07958414797548147
capacity_Ah_k1,profile_holdout_fold,1,66,0.007949998194139392,84,0.0,approx_0_100,0.0,profile,C_E0_state_time_eis,capacity_with_prior_eis_hgb50_report.json,F1_state_time,capacity_hgb50_focused_report.json,0.050319064199822475,0.04236906600568308
capacity_Ah_k1,profile_holdout_fold,1,67,-0.00027171552390665987,15,0.0,approx_0_100,0.0,profile,C_E0_state_time_eis,capacity_with_prior_eis_hgb50_report.json,F1_state_time,capacity_hgb50_focused_report.json,0.11502951901609987,0.11530123454000653
capacity_Ah_k1,profile_holdout_fold,1,68,0.009476515564760812,78,10.0,approx_0_100,0.0,profile,C_E0_state_time_eis,capacity_with_prior_eis_hgb50_report.json,F1_state_time,capacity_hgb50_focused_report.json,0.06533604731245503,0.055859531747694216
capacity_Ah_k1,profile_holdout_fold,1,69,0.00853749564215224,84,10.0,approx_0_100,0.0,profile,C_E0_state_time_eis,capacity_with_prior_eis_hgb50_report.json,F1_state_time,capacity_hgb50_focused_report.json,0.037811099775196866,0.029273604133044626
capacity_Ah_k1,profile_holdout_fold,1,70,0.005032443124379893,18,10.0,approx_0_100,0.0,profile,C_E0_state_time_eis,capacity_with_prior_eis_hgb50_report.json,F1_state_time,capacity_hgb50_focused_report.json,0.13545936324349583,0.13042692011911594
capacity_Ah_k1,profile_holdout_fold,1,71,0.006454928853524295,84,25.0,approx_0_100,0.0,profile,C_E0_state_time_eis,capacity_with_prior_eis_hgb50_report.json,F1_state_time,capacity_hgb50_focused_report.json,0.020349734930423163,0.013894806076898868
capacity_Ah_k1,profile_holdout_fold,1,72,0.008303215749032377,84,25.0,approx_0_100,0.0,profile,C_E0_state_time_eis,capacity_with_prior_eis_hgb50_report.json,F1_state_time,capacity_hgb50_focused_report.json,0.030558405931642312,0.022255190182609935
capacity_Ah_k1,profile_holdout_fold,1,73,0.0018952259874669489,34,25.0,approx_0_100,0.0,profile,C_E0_state_time_eis,capacity_with_prior_eis_hgb50_report.json,F1_state_time,capacity_hgb50_focused_report.json,0.055238812581795006,0.05334358659432806
