run_scope,model_level,feature_group,split_name,heldout_fold,target,target_path,test_rows,test_parameter_sets,mae,rmse,signed_bias,condition_mean_mae,condition_median_mae,worst_condition_mae
primary,L3_quantile_hist_gradient_boosting,F10_c_rate_v1_1,voltage_window_holdout_fold,3,capacity_Ah_k1,derived_capacity_from_delta,1326,16,0.01478031491454924,0.018267985524335926,-0.012573398391909463,0.014767035168185618,0.014939717409073424,0.019343271788894237
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,c_rate_holdout_fold,1,capacity_Ah_k1,derived_capacity_from_delta,157,12,0.1243255269913409,0.2178438718330856,0.11431496232904598,0.1823307773049594,0.1638831281484724,0.3748515528992454
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,condition_fold,0,capacity_Ah_k1,derived_capacity_from_delta,844,16,0.022198938661549945,0.06172571753931136,0.005494425045304661,0.03974616062749487,0.027907524748794398,0.11409570388379163
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,condition_fold,1,capacity_Ah_k1,derived_capacity_from_delta,865,15,0.019877656143130047,0.06810226532173987,0.006338843105427103,0.03943130373111621,0.022410718552700677,0.13702112207732903
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,condition_fold,2,capacity_Ah_k1,derived_capacity_from_delta,892,15,0.016810941963817775,0.04945577320218865,0.0037710611642850704,0.03797559093418452,0.02256630041988012,0.18314878977291119
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,condition_fold,3,capacity_Ah_k1,derived_capacity_from_delta,509,15,0.04351504214792195,0.11445772790714115,0.0265149587156207,0.09338485217398738,0.0884121973159656,0.3176621948121219
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,condition_fold,4,capacity_Ah_k1,derived_capacity_from_delta,717,15,0.024723856733324726,0.06696180713825253,0.004051253223189711,0.06833875314968996,0.03891668569319733,0.2798227587799558
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,temperature_holdout_fold,1,capacity_Ah_k1,derived_capacity_from_delta,742,19,0.03497334698606922,0.09840795146623452,0.027991427703861496,0.0934596066825547,0.06617760413865993,0.2549572231665879
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,temperature_holdout_fold,2,capacity_Ah_k1,derived_capacity_from_delta,1060,19,0.028024762401436375,0.08189355090820977,0.0070000167145314795,0.04476653863802832,0.03465729757076137,0.14455679429172347
primary,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,voltage_window_holdout_fold,1,capacity_Ah_k1,derived_capacity_from_delta,1130,28,0.055591835292740484,0.10144369718269011,0.008785918886074827,0.10802337710351693,0.06223265781388375,0.37189696633360736
