split_name,target,horizon_checkups,model_level,feature_group,contrast_family,top_k,effective_top_k,contrast_rows,topk_overlap_fraction,mean_observed_effect_selected,mean_observed_effect_best,regret_vs_observed_best,status,claim_scope
condition_fold,capacity_Ah_kh,2,MH0_persistence,persistence,all,3,3,227,0.0,0.235566930976431,0.8257772222222224,0.5902102912457914,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH0_persistence,persistence,all,5,5,227,0.0,0.25367363265993265,0.7623663500000002,0.5086927173400675,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH0_persistence,persistence,charge_c_rate,3,3,34,0.0,0.30161133980833976,0.8257772222222224,0.5241658824138826,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH0_persistence,persistence,charge_c_rate,5,5,34,0.2,0.3473012353664854,0.7562152500000002,0.40891401463351484,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH0_persistence,persistence,profile,3,3,12,0.6666666666666666,0.38461537016460895,0.5375574277777778,0.15294205761316887,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH0_persistence,persistence,profile,5,5,12,0.8,0.4080102154320987,0.43229552999999993,0.02428531456790123,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH0_persistence,persistence,temperature,3,3,111,0.3333333333333333,0.192205438271605,0.21023055390946502,0.018025115637860023,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH0_persistence,persistence,temperature,5,5,111,0.6,0.17420891728395066,0.20207719407407412,0.027868276790123464,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH0_persistence,persistence,voltage_window,3,3,70,1.0,0.1812163189300412,0.1812163189300412,0.0,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH0_persistence,persistence,voltage_window,5,5,70,1.0,0.14679469259259262,0.14679469259259262,0.0,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,all,3,3,227,0.0,0.6459341111111112,0.8257772222222224,0.17984311111111118,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,all,5,5,227,0.2,0.5184662141414142,0.7623663500000002,0.24390013585858594,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,charge_c_rate,3,3,34,0.0,0.43193344023569025,0.8257772222222224,0.39384378198653214,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,charge_c_rate,5,5,34,0.2,0.4136371752525253,0.7562152500000002,0.3425780747474749,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,profile,3,3,12,1.0,0.5375574277777778,0.5375574277777778,0.0,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,profile,5,5,12,1.0,0.43229552999999993,0.43229552999999993,0.0,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,temperature,3,3,111,0.3333333333333333,0.192205438271605,0.21023055390946502,0.018025115637860023,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,temperature,5,5,111,0.6,0.17420891728395066,0.20207719407407412,0.027868276790123464,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,voltage_window,3,3,70,1.0,0.1812163189300412,0.1812163189300412,0.0,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH1_prior_slope_linear,prior_slope,voltage_window,5,5,70,1.0,0.14679469259259262,0.14679469259259262,0.0,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,all,3,3,227,0.0,0.41922986253561256,0.8257772222222224,0.4065473596866098,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,all,5,5,227,0.0,0.39059301628679965,0.7623663500000002,0.37177333371320054,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,charge_c_rate,3,3,34,0.0,0.41922986253561256,0.8257772222222224,0.4065473596866098,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,charge_c_rate,5,5,34,0.2,0.41514072055167056,0.7562152500000002,0.34107452944832967,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,profile,3,3,12,0.6666666666666666,0.38461537016460895,0.5375574277777778,0.15294205761316887,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,profile,5,5,12,0.8,0.3405302954320987,0.43229552999999993,0.09176523456790125,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,temperature,3,3,111,0.3333333333333333,0.192205438271605,0.21023055390946502,0.018025115637860023,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,temperature,5,5,111,0.8,0.08056210074074081,0.20207719407407412,0.12151509333333331,evaluated,prospective_supported_contrast_diagnostic
condition_fold,capacity_Ah_kh,2,MH2_ridge,K2_nominal_condition,voltage_window,3,3,70,1.0,0.1812163189300412,0.1812163189300412,0.0,evaluated,prospective_supported_contrast_diagnostic
