status,method,target,split_name,heldout_fold,parameter_set,nominal_coverage,empirical_coverage,coverage_delta_from_nominal,n_test_rows,n_test_conditions,n_calibration_rows,n_calibration_conditions,mean_interval_width,median_interval_width,interval_score,calibration_source,conformal_radius,replicate_radius,mean_test_replicate_spread,intervals_narrower_than_replicate_spread_fraction,intervals_wider_than_replicate_spread_fraction,condition_level_coverage,worst_condition_coverage
evaluated,Q0_hgb_quantile_raw,delta_capacity_Ah,voltage_window_holdout_fold,1,,0.8,0.50177304964539,-0.29822695035461,1128,28,0,0,0.1333783199454623,0.07508329536803786,0.4376864400708156,model_quantile_outputs,,,,,,0.4653913497882594,0.0
evaluated,Q1_split_conformal_abs_residual,delta_capacity_Ah,voltage_window_holdout_fold,1,,0.9,0.8716814159292036,-0.02831858407079646,1130,28,2697,48,0.26187208326598144,0.26187208326598144,0.44493769093829383,same_split_excluding_test_conditions,0.13093604163299072,,0.037082424778761086,0.03008849557522124,0.9699115044247788,0.8272308936323698,0.0
evaluated,Q2_stressor_family_conformal,delta_capacity_Ah,voltage_window_holdout_fold,1,,0.9,0.7646017699115044,-0.1353982300884956,1130,28,6775,48,0.2010211792019794,0.2010211792019794,0.4903326822524139,cross_split_excluding_test_conditions,0.1005105896009897,,0.037082424778761086,0.04070796460176991,0.95929203539823,0.6849266122321777,0.0
evaluated,Q3_replicate_tolerance_hybrid,delta_capacity_Ah,voltage_window_holdout_fold,1,,0.9,0.7646017699115044,-0.1353982300884956,1130,28,6775,48,0.2010211792019794,0.2010211792019794,0.4903326822524139,cross_split_excluding_test_conditions,0.1005105896009897,0.001965999999999468,0.037082424778761086,0.04070796460176991,0.95929203539823,0.6849266122321777,0.0
evaluated,Q0_hgb_quantile_raw,delta_capacity_Ah,voltage_window_holdout_fold,2,,0.8,0.6965718453683443,-0.10342815463165578,1371,32,0,0,0.1423816764302115,0.09717637066615523,0.343702280118401,model_quantile_outputs,,,,,,0.7419361788868291,0.16666666666666666
evaluated,Q1_split_conformal_abs_residual,delta_capacity_Ah,voltage_window_holdout_fold,2,,0.9,0.687089715536105,-0.21291028446389504,1371,32,2456,44,0.20871590335925472,0.20871590335925472,0.616974488266058,same_split_excluding_test_conditions,0.10435795167962736,,0.037259913931436885,0.05105762217359591,0.9489423778264041,0.5705253405206804,0.0
evaluated,Q2_stressor_family_conformal,delta_capacity_Ah,voltage_window_holdout_fold,2,,0.9,0.6805251641137856,-0.21947483588621441,1371,32,6902,44,0.20689409287457275,0.20689409287457272,0.6209151344289106,cross_split_excluding_test_conditions,0.10344704643728636,,0.037259913931436885,0.05105762217359591,0.9489423778264041,0.5661811467028024,0.0
evaluated,Q3_replicate_tolerance_hybrid,delta_capacity_Ah,voltage_window_holdout_fold,2,,0.9,0.6805251641137856,-0.21947483588621441,1371,32,6902,44,0.20689409287457275,0.20689409287457272,0.6209151344289106,cross_split_excluding_test_conditions,0.10344704643728636,0.0027770000000004735,0.037259913931436885,0.05105762217359591,0.9489423778264041,0.5661811467028024,0.0
evaluated,Q0_hgb_quantile_raw,delta_capacity_Ah,voltage_window_holdout_fold,3,,0.8,0.15987933634992457,-0.6401206636500755,1326,16,0,0,0.06779296716358403,0.0694256058958175,0.21650150306030339,model_quantile_outputs,,,,,,0.1658653846153846,0.0
evaluated,Q1_split_conformal_abs_residual,delta_capacity_Ah,voltage_window_holdout_fold,3,,0.9,1.0,0.09999999999999998,1326,16,2501,60,0.31553502473843253,0.31553502473843253,0.31553502473843253,same_split_excluding_test_conditions,0.15776751236921627,,0.0030302254901960887,0.0,1.0,1.0,1.0
evaluated,Q2_stressor_family_conformal,delta_capacity_Ah,voltage_window_holdout_fold,3,,0.9,1.0,0.09999999999999998,1326,16,7053,60,0.2968231717195871,0.2968231717195871,0.2968231717195871,cross_split_excluding_test_conditions,0.14841158585979355,,0.0030302254901960887,0.0,1.0,1.0,1.0
evaluated,Q3_replicate_tolerance_hybrid,delta_capacity_Ah,voltage_window_holdout_fold,3,,0.9,1.0,0.09999999999999998,1326,16,7053,60,0.2968231717195871,0.2968231717195871,0.2968231717195871,cross_split_excluding_test_conditions,0.14841158585979355,0.005794000000000299,0.0030302254901960887,0.0,1.0,1.0,1.0
