bin,bin_left,bin_right,calibration_method,label_policy,mean_probability,observed_rate,positive_count,row_count,split_name,target
8,0.8,0.9,C0_raw_hgb_w2,verified_only,0.8459560243559784,0.59375,19,32,condition_fold,event_within_2_checkups
9,0.9,1.0,C0_raw_hgb_w2,verified_only,0.9707979480701385,0.9339622641509434,198,212,condition_fold,event_within_2_checkups
0,0.0,0.1,C0_raw_hgb_w2,verified_only,0.003077003903101286,0.01910828025477707,12,628,profile_holdout_fold,event_within_2_checkups
1,0.1,0.2,C0_raw_hgb_w2,verified_only,0.15968570757541817,0.16666666666666666,2,12,profile_holdout_fold,event_within_2_checkups
2,0.2,0.3,C0_raw_hgb_w2,verified_only,0.24702906151123505,0.08333333333333333,1,12,profile_holdout_fold,event_within_2_checkups
3,0.3,0.4,C0_raw_hgb_w2,verified_only,0.3468058137020787,0.3333333333333333,1,3,profile_holdout_fold,event_within_2_checkups
4,0.4,0.5,C0_raw_hgb_w2,verified_only,0.44573204782077963,0.0,0,5,profile_holdout_fold,event_within_2_checkups
5,0.5,0.6,C0_raw_hgb_w2,verified_only,0.5360664204603908,0.0,0,3,profile_holdout_fold,event_within_2_checkups
6,0.6,0.7,C0_raw_hgb_w2,verified_only,0.682379530180181,0.0,0,4,profile_holdout_fold,event_within_2_checkups
7,0.7,0.8,C0_raw_hgb_w2,verified_only,0.724488204364941,0.3333333333333333,1,3,profile_holdout_fold,event_within_2_checkups
8,0.8,0.9,C0_raw_hgb_w2,verified_only,0.8657746480169289,0.125,1,8,profile_holdout_fold,event_within_2_checkups
9,0.9,1.0,C0_raw_hgb_w2,verified_only,0.9829345449147958,0.7297297297297297,54,74,profile_holdout_fold,event_within_2_checkups
0,0.0,0.1,C0_raw_hgb_w2,verified_only,0.007033593357684228,0.035538005923000986,36,1013,temperature_holdout_fold,event_within_2_checkups
1,0.1,0.2,C0_raw_hgb_w2,verified_only,0.13919611308544338,0.1794871794871795,7,39,temperature_holdout_fold,event_within_2_checkups
2,0.2,0.3,C0_raw_hgb_w2,verified_only,0.2454366890064207,0.23809523809523808,5,21,temperature_holdout_fold,event_within_2_checkups
3,0.3,0.4,C0_raw_hgb_w2,verified_only,0.3435366573403365,0.5384615384615384,7,13,temperature_holdout_fold,event_within_2_checkups
4,0.4,0.5,C0_raw_hgb_w2,verified_only,0.4589338365481001,0.2727272727272727,3,11,temperature_holdout_fold,event_within_2_checkups
5,0.5,0.6,C0_raw_hgb_w2,verified_only,0.5640774872648183,0.5833333333333334,7,12,temperature_holdout_fold,event_within_2_checkups
6,0.6,0.7,C0_raw_hgb_w2,verified_only,0.6687915502211221,0.3,3,10,temperature_holdout_fold,event_within_2_checkups
7,0.7,0.8,C0_raw_hgb_w2,verified_only,0.7436130050472469,0.5,6,12,temperature_holdout_fold,event_within_2_checkups
8,0.8,0.9,C0_raw_hgb_w2,verified_only,0.8587126742460823,0.8,16,20,temperature_holdout_fold,event_within_2_checkups
9,0.9,1.0,C0_raw_hgb_w2,verified_only,0.9661305053586843,0.9306930693069307,94,101,temperature_holdout_fold,event_within_2_checkups
0,0.0,0.1,C0_raw_hgb_w2,verified_only,0.008498733182839306,0.025799214806505887,46,1783,voltage_window_holdout_fold,event_within_2_checkups
1,0.1,0.2,C0_raw_hgb_w2,verified_only,0.13988310759618092,0.2815533980582524,29,103,voltage_window_holdout_fold,event_within_2_checkups
2,0.2,0.3,C0_raw_hgb_w2,verified_only,0.2603173735049072,0.5116279069767442,22,43,voltage_window_holdout_fold,event_within_2_checkups
3,0.3,0.4,C0_raw_hgb_w2,verified_only,0.3319487480003458,0.16666666666666666,2,12,voltage_window_holdout_fold,event_within_2_checkups
4,0.4,0.5,C0_raw_hgb_w2,verified_only,0.4247789860186421,0.35294117647058826,6,17,voltage_window_holdout_fold,event_within_2_checkups
5,0.5,0.6,C0_raw_hgb_w2,verified_only,0.5459525891823491,0.21052631578947367,4,19,voltage_window_holdout_fold,event_within_2_checkups
6,0.6,0.7,C0_raw_hgb_w2,verified_only,0.6589166522793036,0.3333333333333333,18,54,voltage_window_holdout_fold,event_within_2_checkups
7,0.7,0.8,C0_raw_hgb_w2,verified_only,0.7523611155102822,0.27941176470588236,19,68,voltage_window_holdout_fold,event_within_2_checkups
8,0.8,0.9,C0_raw_hgb_w2,verified_only,0.8591677364079443,0.3125,40,128,voltage_window_holdout_fold,event_within_2_checkups
9,0.9,1.0,C0_raw_hgb_w2,verified_only,0.9696386235065528,0.7766990291262136,160,206,voltage_window_holdout_fold,event_within_2_checkups
0,0.0,0.1,C1_platt_logistic,verified_only,0.030847623602613627,0.14285714285714285,13,91,c_rate_holdout_fold,event_within_2_checkups
1,0.1,0.2,C1_platt_logistic,verified_only,0.1393827103196541,0.8333333333333334,10,12,c_rate_holdout_fold,event_within_2_checkups
2,0.2,0.3,C1_platt_logistic,verified_only,0.2308796707973974,0.5714285714285714,4,7,c_rate_holdout_fold,event_within_2_checkups
3,0.3,0.4,C1_platt_logistic,verified_only,0.35505289432896725,1.0,1,1,c_rate_holdout_fold,event_within_2_checkups
4,0.4,0.5,C1_platt_logistic,verified_only,0.4336361771126974,1.0,4,4,c_rate_holdout_fold,event_within_2_checkups
5,0.5,0.6,C1_platt_logistic,verified_only,0.5763308049589921,0.5,1,2,c_rate_holdout_fold,event_within_2_checkups
6,0.6,0.7,C1_platt_logistic,verified_only,0.6400951113427724,1.0,3,3,c_rate_holdout_fold,event_within_2_checkups
7,0.7,0.8,C1_platt_logistic,verified_only,0.7255829297187653,1.0,10,10,c_rate_holdout_fold,event_within_2_checkups
8,0.8,0.9,C1_platt_logistic,verified_only,0.8588513693977868,1.0,7,7,c_rate_holdout_fold,event_within_2_checkups
9,0.9,1.0,C1_platt_logistic,verified_only,0.9551702849054603,1.0,11,11,c_rate_holdout_fold,event_within_2_checkups
0,0.0,0.1,C1_platt_logistic,verified_only,0.015321462775235807,0.01750663129973475,33,1885,condition_fold,event_within_2_checkups
1,0.1,0.2,C1_platt_logistic,verified_only,0.14792091243967145,0.21904761904761905,23,105,condition_fold,event_within_2_checkups
2,0.2,0.3,C1_platt_logistic,verified_only,0.24774271805221337,0.22950819672131148,14,61,condition_fold,event_within_2_checkups
3,0.3,0.4,C1_platt_logistic,verified_only,0.34991273254760674,0.35294117647058826,12,34,condition_fold,event_within_2_checkups
4,0.4,0.5,C1_platt_logistic,verified_only,0.45889837173288056,0.3409090909090909,15,44,condition_fold,event_within_2_checkups
5,0.5,0.6,C1_platt_logistic,verified_only,0.5387518905375712,0.5909090909090909,26,44,condition_fold,event_within_2_checkups
6,0.6,0.7,C1_platt_logistic,verified_only,0.6372010210062795,0.5161290322580645,16,31,condition_fold,event_within_2_checkups
7,0.7,0.8,C1_platt_logistic,verified_only,0.7573606933156612,0.7,35,50,condition_fold,event_within_2_checkups
8,0.8,0.9,C1_platt_logistic,verified_only,0.8542743700588564,0.9206349206349206,58,63,condition_fold,event_within_2_checkups
9,0.9,1.0,C1_platt_logistic,verified_only,0.9459298355482759,0.9827586206896551,114,116,condition_fold,event_within_2_checkups
0,0.0,0.1,C1_platt_logistic,verified_only,0.018087124769159177,0.014634146341463415,9,615,profile_holdout_fold,event_within_2_checkups
1,0.1,0.2,C1_platt_logistic,verified_only,0.11487181975688632,0.14285714285714285,1,7,profile_holdout_fold,event_within_2_checkups
2,0.2,0.3,C1_platt_logistic,verified_only,0.23985282018201814,0.3333333333333333,2,6,profile_holdout_fold,event_within_2_checkups
3,0.3,0.4,C1_platt_logistic,verified_only,0.3571493544294597,0.2,1,5,profile_holdout_fold,event_within_2_checkups
4,0.4,0.5,C1_platt_logistic,verified_only,0.43946733986334635,0.07692307692307693,1,13,profile_holdout_fold,event_within_2_checkups
5,0.5,0.6,C1_platt_logistic,verified_only,0.5416164808588633,0.25,2,8,profile_holdout_fold,event_within_2_checkups
6,0.6,0.7,C1_platt_logistic,verified_only,0.65671932441307,0.0,0,6,profile_holdout_fold,event_within_2_checkups
7,0.7,0.8,C1_platt_logistic,verified_only,0.7440236739741856,0.0,0,4,profile_holdout_fold,event_within_2_checkups
8,0.8,0.9,C1_platt_logistic,verified_only,0.8344107733225121,0.14285714285714285,1,7,profile_holdout_fold,event_within_2_checkups
9,0.9,1.0,C1_platt_logistic,verified_only,0.9771608038873877,0.6790123456790124,55,81,profile_holdout_fold,event_within_2_checkups
0,0.0,0.1,C1_platt_logistic,verified_only,0.01258332700275527,0.03121852970795569,31,993,temperature_holdout_fold,event_within_2_checkups
1,0.1,0.2,C1_platt_logistic,verified_only,0.14294913793018743,0.18,9,50,temperature_holdout_fold,event_within_2_checkups
2,0.2,0.3,C1_platt_logistic,verified_only,0.2355980968139841,0.21428571428571427,6,28,temperature_holdout_fold,event_within_2_checkups
3,0.3,0.4,C1_platt_logistic,verified_only,0.3524631143281245,0.5294117647058824,9,17,temperature_holdout_fold,event_within_2_checkups
4,0.4,0.5,C1_platt_logistic,verified_only,0.4531739590709156,0.3888888888888889,7,18,temperature_holdout_fold,event_within_2_checkups
5,0.5,0.6,C1_platt_logistic,verified_only,0.5582900135472925,0.5833333333333334,7,12,temperature_holdout_fold,event_within_2_checkups
6,0.6,0.7,C1_platt_logistic,verified_only,0.6410596915713228,0.4375,7,16,temperature_holdout_fold,event_within_2_checkups
7,0.7,0.8,C1_platt_logistic,verified_only,0.7628108130971387,0.7272727272727273,8,11,temperature_holdout_fold,event_within_2_checkups
8,0.8,0.9,C1_platt_logistic,verified_only,0.8578561026684829,0.8611111111111112,31,36,temperature_holdout_fold,event_within_2_checkups
9,0.9,1.0,C1_platt_logistic,verified_only,0.9438069571444057,0.971830985915493,69,71,temperature_holdout_fold,event_within_2_checkups
0,0.0,0.1,C1_platt_logistic,verified_only,0.025482402721685376,0.012928248222365869,20,1547,voltage_window_holdout_fold,event_within_2_checkups
1,0.1,0.2,C1_platt_logistic,verified_only,0.13423224191308342,0.07428571428571429,13,175,voltage_window_holdout_fold,event_within_2_checkups
2,0.2,0.3,C1_platt_logistic,verified_only,0.23923109594876626,0.15625,20,128,voltage_window_holdout_fold,event_within_2_checkups
3,0.3,0.4,C1_platt_logistic,verified_only,0.3414233286968129,0.4307692307692308,28,65,voltage_window_holdout_fold,event_within_2_checkups
4,0.4,0.5,C1_platt_logistic,verified_only,0.45503485417552875,0.3,12,40,voltage_window_holdout_fold,event_within_2_checkups
5,0.5,0.6,C1_platt_logistic,verified_only,0.5468529342671146,0.3469387755102041,34,98,voltage_window_holdout_fold,event_within_2_checkups
6,0.6,0.7,C1_platt_logistic,verified_only,0.6575950535305465,0.2937062937062937,42,143,voltage_window_holdout_fold,event_within_2_checkups
7,0.7,0.8,C1_platt_logistic,verified_only,0.7507067821027987,0.4411764705882353,15,34,voltage_window_holdout_fold,event_within_2_checkups
8,0.8,0.9,C1_platt_logistic,verified_only,0.8492730736147615,0.8260869565217391,57,69,voltage_window_holdout_fold,event_within_2_checkups
9,0.9,1.0,C1_platt_logistic,verified_only,0.982110920146498,0.7835820895522388,105,134,voltage_window_holdout_fold,event_within_2_checkups
0,0.0,0.1,C2_isotonic,verified_only,0.02512291810977673,0.1375,11,80,c_rate_holdout_fold,event_within_2_checkups
1,0.1,0.2,C2_isotonic,verified_only,0.11266767694002199,0.18181818181818182,2,11,c_rate_holdout_fold,event_within_2_checkups
2,0.2,0.3,C2_isotonic,verified_only,0.22067077220490544,0.7619047619047619,16,21,c_rate_holdout_fold,event_within_2_checkups
3,0.3,0.4,C2_isotonic,verified_only,0.3387721269403337,1.0,3,3,c_rate_holdout_fold,event_within_2_checkups
5,0.5,0.6,C2_isotonic,verified_only,0.5,0.6666666666666666,2,3,c_rate_holdout_fold,event_within_2_checkups
8,0.8,0.9,C2_isotonic,verified_only,0.8586111111111111,1.0,24,24,c_rate_holdout_fold,event_within_2_checkups
9,0.9,1.0,C2_isotonic,verified_only,0.999999,1.0,6,6,c_rate_holdout_fold,event_within_2_checkups
0,0.0,0.1,C2_isotonic,verified_only,0.00728366300835058,0.014116318464144552,25,1771,condition_fold,event_within_2_checkups
1,0.1,0.2,C2_isotonic,verified_only,0.1517066190657622,0.13259668508287292,24,181,condition_fold,event_within_2_checkups
2,0.2,0.3,C2_isotonic,verified_only,0.23734178276640291,0.19642857142857142,11,56,condition_fold,event_within_2_checkups
3,0.3,0.4,C2_isotonic,verified_only,0.32320902177020494,0.40816326530612246,20,49,condition_fold,event_within_2_checkups
4,0.4,0.5,C2_isotonic,verified_only,0.4170048325233678,0.3010752688172043,28,93,condition_fold,event_within_2_checkups
5,0.5,0.6,C2_isotonic,verified_only,0.5151515151515151,0.6060606060606061,20,33,condition_fold,event_within_2_checkups
6,0.6,0.7,C2_isotonic,verified_only,0.6273103957397252,0.6285714285714286,22,35,condition_fold,event_within_2_checkups
7,0.7,0.8,C2_isotonic,verified_only,0.738001444555806,0.6129032258064516,19,31,condition_fold,event_within_2_checkups
8,0.8,0.9,C2_isotonic,verified_only,0.8604496155259673,0.9464285714285714,53,56,condition_fold,event_within_2_checkups
9,0.9,1.0,C2_isotonic,verified_only,0.9971993978657959,0.96875,124,128,condition_fold,event_within_2_checkups
0,0.0,0.1,C2_isotonic,verified_only,5.604348649785768e-05,0.011986301369863013,7,584,profile_holdout_fold,event_within_2_checkups
1,0.1,0.2,C2_isotonic,verified_only,0.1,0.07894736842105263,3,38,profile_holdout_fold,event_within_2_checkups
2,0.2,0.3,C2_isotonic,verified_only,0.2222222222222222,0.3333333333333333,1,3,profile_holdout_fold,event_within_2_checkups
4,0.4,0.5,C2_isotonic,verified_only,0.47053796927395153,0.25,2,8,profile_holdout_fold,event_within_2_checkups
5,0.5,0.6,C2_isotonic,verified_only,0.5544761045305049,0.25,1,4,profile_holdout_fold,event_within_2_checkups
6,0.6,0.7,C2_isotonic,verified_only,0.6050066109674436,0.10526315789473684,2,19,profile_holdout_fold,event_within_2_checkups
7,0.7,0.8,C2_isotonic,verified_only,0.72851363821874,0.06666666666666667,1,15,profile_holdout_fold,event_within_2_checkups
8,0.8,0.9,C2_isotonic,verified_only,0.8596471540094722,0.5,1,2,profile_holdout_fold,event_within_2_checkups
9,0.9,1.0,C2_isotonic,verified_only,0.999278150575324,0.6835443037974683,54,79,profile_holdout_fold,event_within_2_checkups
0,0.0,0.1,C2_isotonic,verified_only,0.007605696656475623,0.03403403403403404,34,999,temperature_holdout_fold,event_within_2_checkups
1,0.1,0.2,C2_isotonic,verified_only,0.12671777472477483,0.14285714285714285,5,35,temperature_holdout_fold,event_within_2_checkups
2,0.2,0.3,C2_isotonic,verified_only,0.24958499936970407,0.13043478260869565,3,23,temperature_holdout_fold,event_within_2_checkups
3,0.3,0.4,C2_isotonic,verified_only,0.3717745469791615,0.5517241379310345,16,29,temperature_holdout_fold,event_within_2_checkups
4,0.4,0.5,C2_isotonic,verified_only,0.4288995290429569,0.0,0,2,temperature_holdout_fold,event_within_2_checkups
5,0.5,0.6,C2_isotonic,verified_only,0.5357142857142857,0.42592592592592593,23,54,temperature_holdout_fold,event_within_2_checkups
6,0.6,0.7,C2_isotonic,verified_only,0.6709566316985682,0.0,0,1,temperature_holdout_fold,event_within_2_checkups
7,0.7,0.8,C2_isotonic,verified_only,0.7463921363412472,1.0,12,12,temperature_holdout_fold,event_within_2_checkups
8,0.8,0.9,C2_isotonic,verified_only,0.8605668212092404,0.8333333333333334,10,12,temperature_holdout_fold,event_within_2_checkups
9,0.9,1.0,C2_isotonic,verified_only,0.999999,0.9529411764705882,81,85,temperature_holdout_fold,event_within_2_checkups
0,0.0,0.1,C2_isotonic,verified_only,0.011324473122499921,0.015807560137457044,23,1455,voltage_window_holdout_fold,event_within_2_checkups
2,0.2,0.3,C2_isotonic,verified_only,0.20853359408195496,0.1393596986817326,74,531,voltage_window_holdout_fold,event_within_2_checkups
3,0.3,0.4,C2_isotonic,verified_only,0.3264939475778477,0.3333333333333333,1,3,voltage_window_holdout_fold,event_within_2_checkups
4,0.4,0.5,C2_isotonic,verified_only,0.4060187930866111,0.27450980392156865,14,51,voltage_window_holdout_fold,event_within_2_checkups
5,0.5,0.6,C2_isotonic,verified_only,0.5431600807235559,0.5957446808510638,28,47,voltage_window_holdout_fold,event_within_2_checkups
6,0.6,0.7,C2_isotonic,verified_only,0.6744225160280645,0.5,2,4,voltage_window_holdout_fold,event_within_2_checkups
7,0.7,0.8,C2_isotonic,verified_only,0.7580297423781692,0.3333333333333333,4,12,voltage_window_holdout_fold,event_within_2_checkups
8,0.8,0.9,C2_isotonic,verified_only,0.8629066643444872,0.5,6,12,voltage_window_holdout_fold,event_within_2_checkups
9,0.9,1.0,C2_isotonic,verified_only,0.999011574564983,0.610062893081761,194,318,voltage_window_holdout_fold,event_within_2_checkups
0,0.0,0.1,C0_raw_hgb_w2,all_rows,0.013736182893891467,0.23469387755102042,23,98,c_rate_holdout_fold,event_within_3_checkups
1,0.1,0.2,C0_raw_hgb_w2,all_rows,0.17236392582533125,1.0,7,7,c_rate_holdout_fold,event_within_3_checkups
2,0.2,0.3,C0_raw_hgb_w2,all_rows,0.2372610566887236,1.0,1,1,c_rate_holdout_fold,event_within_3_checkups
3,0.3,0.4,C0_raw_hgb_w2,all_rows,0.3307527851067179,1.0,4,4,c_rate_holdout_fold,event_within_3_checkups
4,0.4,0.5,C0_raw_hgb_w2,all_rows,0.49286318913973637,1.0,1,1,c_rate_holdout_fold,event_within_3_checkups
5,0.5,0.6,C0_raw_hgb_w2,all_rows,0.517633152991405,1.0,3,3,c_rate_holdout_fold,event_within_3_checkups
6,0.6,0.7,C0_raw_hgb_w2,all_rows,0.6635392065045033,0.6666666666666666,2,3,c_rate_holdout_fold,event_within_3_checkups
7,0.7,0.8,C0_raw_hgb_w2,all_rows,0.778244991746619,1.0,2,2,c_rate_holdout_fold,event_within_3_checkups
8,0.8,0.9,C0_raw_hgb_w2,all_rows,0.8711618225894322,0.9230769230769231,12,13,c_rate_holdout_fold,event_within_3_checkups
9,0.9,1.0,C0_raw_hgb_w2,all_rows,0.963386189035509,1.0,25,25,c_rate_holdout_fold,event_within_3_checkups
0,0.0,0.1,C0_raw_hgb_w2,all_rows,0.005762277330339405,0.021079527307569467,66,3131,condition_fold,event_within_3_checkups
1,0.1,0.2,C0_raw_hgb_w2,all_rows,0.13596766364156743,0.28431372549019607,29,102,condition_fold,event_within_3_checkups
2,0.2,0.3,C0_raw_hgb_w2,all_rows,0.25202743795882493,0.39655172413793105,23,58,condition_fold,event_within_3_checkups
3,0.3,0.4,C0_raw_hgb_w2,all_rows,0.33794368439198325,0.3181818181818182,14,44,condition_fold,event_within_3_checkups
4,0.4,0.5,C0_raw_hgb_w2,all_rows,0.4503721230433434,0.3170731707317073,13,41,condition_fold,event_within_3_checkups
5,0.5,0.6,C0_raw_hgb_w2,all_rows,0.5502847640083318,0.2413793103448276,7,29,condition_fold,event_within_3_checkups
6,0.6,0.7,C0_raw_hgb_w2,all_rows,0.6347379831602068,0.6111111111111112,22,36,condition_fold,event_within_3_checkups
7,0.7,0.8,C0_raw_hgb_w2,all_rows,0.7549127049416007,0.4888888888888889,22,45,condition_fold,event_within_3_checkups
8,0.8,0.9,C0_raw_hgb_w2,all_rows,0.8542820493905663,0.6851851851851852,37,54,condition_fold,event_within_3_checkups
9,0.9,1.0,C0_raw_hgb_w2,all_rows,0.972185903719748,0.9094076655052264,261,287,condition_fold,event_within_3_checkups
0,0.0,0.1,C0_raw_hgb_w2,all_rows,0.014877616835905843,0.045234248788368334,28,619,profile_holdout_fold,event_within_3_checkups
1,0.1,0.2,C0_raw_hgb_w2,all_rows,0.15412368192323775,0.5,9,18,profile_holdout_fold,event_within_3_checkups
2,0.2,0.3,C0_raw_hgb_w2,all_rows,0.25417046683086775,0.13333333333333333,2,15,profile_holdout_fold,event_within_3_checkups
3,0.3,0.4,C0_raw_hgb_w2,all_rows,0.3634903444214271,0.5,5,10,profile_holdout_fold,event_within_3_checkups
4,0.4,0.5,C0_raw_hgb_w2,all_rows,0.4286700720596983,0.5,6,12,profile_holdout_fold,event_within_3_checkups
5,0.5,0.6,C0_raw_hgb_w2,all_rows,0.5316712070642525,0.3333333333333333,3,9,profile_holdout_fold,event_within_3_checkups
6,0.6,0.7,C0_raw_hgb_w2,all_rows,0.6343685005964225,0.6521739130434783,15,23,profile_holdout_fold,event_within_3_checkups
7,0.7,0.8,C0_raw_hgb_w2,all_rows,0.7633699224350442,0.84375,27,32,profile_holdout_fold,event_within_3_checkups
8,0.8,0.9,C0_raw_hgb_w2,all_rows,0.8263160306812976,0.9285714285714286,13,14,profile_holdout_fold,event_within_3_checkups
0,0.0,0.1,C0_raw_hgb_w2,all_rows,0.003913769383657256,0.03310344827586207,48,1450,temperature_holdout_fold,event_within_3_checkups
1,0.1,0.2,C0_raw_hgb_w2,all_rows,0.1436579658282441,0.21739130434782608,10,46,temperature_holdout_fold,event_within_3_checkups
2,0.2,0.3,C0_raw_hgb_w2,all_rows,0.24412568332405377,0.2,3,15,temperature_holdout_fold,event_within_3_checkups
3,0.3,0.4,C0_raw_hgb_w2,all_rows,0.3634159228664126,0.35714285714285715,5,14,temperature_holdout_fold,event_within_3_checkups
4,0.4,0.5,C0_raw_hgb_w2,all_rows,0.4546656043447141,0.46153846153846156,6,13,temperature_holdout_fold,event_within_3_checkups
5,0.5,0.6,C0_raw_hgb_w2,all_rows,0.5515890234963448,0.45,9,20,temperature_holdout_fold,event_within_3_checkups
6,0.6,0.7,C0_raw_hgb_w2,all_rows,0.6541768353471885,0.5416666666666666,13,24,temperature_holdout_fold,event_within_3_checkups
7,0.7,0.8,C0_raw_hgb_w2,all_rows,0.7455882892090037,0.42857142857142855,9,21,temperature_holdout_fold,event_within_3_checkups
8,0.8,0.9,C0_raw_hgb_w2,all_rows,0.8520811034837452,0.6060606060606061,20,33,temperature_holdout_fold,event_within_3_checkups
9,0.9,1.0,C0_raw_hgb_w2,all_rows,0.9749945929282559,0.8433734939759037,140,166,temperature_holdout_fold,event_within_3_checkups
0,0.0,0.1,C0_raw_hgb_w2,all_rows,0.007482388772362428,0.05133657351154314,169,3292,voltage_window_holdout_fold,event_within_3_checkups
1,0.1,0.2,C0_raw_hgb_w2,all_rows,0.14193528107297956,0.2391304347826087,22,92,voltage_window_holdout_fold,event_within_3_checkups
2,0.2,0.3,C0_raw_hgb_w2,all_rows,0.24162213697356544,0.5416666666666666,39,72,voltage_window_holdout_fold,event_within_3_checkups
3,0.3,0.4,C0_raw_hgb_w2,all_rows,0.3582739722234628,0.44,22,50,voltage_window_holdout_fold,event_within_3_checkups
4,0.4,0.5,C0_raw_hgb_w2,all_rows,0.45903530109954516,0.6451612903225806,20,31,voltage_window_holdout_fold,event_within_3_checkups
5,0.5,0.6,C0_raw_hgb_w2,all_rows,0.5487802435814936,0.7058823529411765,24,34,voltage_window_holdout_fold,event_within_3_checkups
6,0.6,0.7,C0_raw_hgb_w2,all_rows,0.6518956836233483,0.7037037037037037,19,27,voltage_window_holdout_fold,event_within_3_checkups
7,0.7,0.8,C0_raw_hgb_w2,all_rows,0.7556466040024099,0.5185185185185185,14,27,voltage_window_holdout_fold,event_within_3_checkups
8,0.8,0.9,C0_raw_hgb_w2,all_rows,0.8510307141076948,0.6428571428571429,18,28,voltage_window_holdout_fold,event_within_3_checkups
9,0.9,1.0,C0_raw_hgb_w2,all_rows,0.9762964661827411,0.8448275862068966,147,174,voltage_window_holdout_fold,event_within_3_checkups
0,0.0,0.1,C1_platt_logistic,all_rows,0.02232990914552491,0.14814814814814814,12,81,c_rate_holdout_fold,event_within_3_checkups
1,0.1,0.2,C1_platt_logistic,all_rows,0.13626352934030905,0.6470588235294118,11,17,c_rate_holdout_fold,event_within_3_checkups
2,0.2,0.3,C1_platt_logistic,all_rows,0.2772048809191746,1.0,7,7,c_rate_holdout_fold,event_within_3_checkups
3,0.3,0.4,C1_platt_logistic,all_rows,0.38213389640165163,1.0,4,4,c_rate_holdout_fold,event_within_3_checkups
4,0.4,0.5,C1_platt_logistic,all_rows,0.4528635166761781,1.0,1,1,c_rate_holdout_fold,event_within_3_checkups
5,0.5,0.6,C1_platt_logistic,all_rows,0.5409357571500515,1.0,4,4,c_rate_holdout_fold,event_within_3_checkups
6,0.6,0.7,C1_platt_logistic,all_rows,0.6466317825011764,0.6666666666666666,2,3,c_rate_holdout_fold,event_within_3_checkups
7,0.7,0.8,C1_platt_logistic,all_rows,0.7522312615625157,0.75,3,4,c_rate_holdout_fold,event_within_3_checkups
8,0.8,0.9,C1_platt_logistic,all_rows,0.8347704888917014,1.0,17,17,c_rate_holdout_fold,event_within_3_checkups
9,0.9,1.0,C1_platt_logistic,all_rows,0.9413392013170458,1.0,19,19,c_rate_holdout_fold,event_within_3_checkups
0,0.0,0.1,C1_platt_logistic,all_rows,0.01033455257393001,0.01867954911433172,58,3105,condition_fold,event_within_3_checkups
1,0.1,0.2,C1_platt_logistic,all_rows,0.1421716702352727,0.27586206896551724,40,145,condition_fold,event_within_3_checkups
2,0.2,0.3,C1_platt_logistic,all_rows,0.24581823874625594,0.36363636363636365,28,77,condition_fold,event_within_3_checkups
3,0.3,0.4,C1_platt_logistic,all_rows,0.35198567250810686,0.45901639344262296,28,61,condition_fold,event_within_3_checkups
4,0.4,0.5,C1_platt_logistic,all_rows,0.45422378079590336,0.4186046511627907,18,43,condition_fold,event_within_3_checkups
5,0.5,0.6,C1_platt_logistic,all_rows,0.5429122173345159,0.45161290322580644,14,31,condition_fold,event_within_3_checkups
6,0.6,0.7,C1_platt_logistic,all_rows,0.6578757990758869,0.5652173913043478,26,46,condition_fold,event_within_3_checkups
7,0.7,0.8,C1_platt_logistic,all_rows,0.7488023985804614,0.75,51,68,condition_fold,event_within_3_checkups
8,0.8,0.9,C1_platt_logistic,all_rows,0.8546971308396497,0.8313253012048193,69,83,condition_fold,event_within_3_checkups
9,0.9,1.0,C1_platt_logistic,all_rows,0.949211228087391,0.9642857142857143,162,168,condition_fold,event_within_3_checkups
0,0.0,0.1,C1_platt_logistic,all_rows,0.056195861751432694,0.0436241610738255,26,596,profile_holdout_fold,event_within_3_checkups
1,0.1,0.2,C1_platt_logistic,all_rows,0.13859726577837614,0.09523809523809523,2,21,profile_holdout_fold,event_within_3_checkups
2,0.2,0.3,C1_platt_logistic,all_rows,0.24124183708822589,0.4166666666666667,5,12,profile_holdout_fold,event_within_3_checkups
3,0.3,0.4,C1_platt_logistic,all_rows,0.3413692171419502,0.2727272727272727,6,22,profile_holdout_fold,event_within_3_checkups
4,0.4,0.5,C1_platt_logistic,all_rows,0.46052527034357676,0.55,11,20,profile_holdout_fold,event_within_3_checkups
5,0.5,0.6,C1_platt_logistic,all_rows,0.5516493873270625,0.25,3,12,profile_holdout_fold,event_within_3_checkups
6,0.6,0.7,C1_platt_logistic,all_rows,0.6361180435029744,0.5925925925925926,16,27,profile_holdout_fold,event_within_3_checkups
7,0.7,0.8,C1_platt_logistic,all_rows,0.7385800871252303,0.9285714285714286,39,42,profile_holdout_fold,event_within_3_checkups
0,0.0,0.1,C1_platt_logistic,all_rows,0.00948752826630067,0.030821917808219176,45,1460,temperature_holdout_fold,event_within_3_checkups
1,0.1,0.2,C1_platt_logistic,all_rows,0.14036254955095015,0.3023255813953488,13,43,temperature_holdout_fold,event_within_3_checkups
2,0.2,0.3,C1_platt_logistic,all_rows,0.23892240634051473,0.3,6,20,temperature_holdout_fold,event_within_3_checkups
3,0.3,0.4,C1_platt_logistic,all_rows,0.34918069985018324,0.5263157894736842,10,19,temperature_holdout_fold,event_within_3_checkups
4,0.4,0.5,C1_platt_logistic,all_rows,0.45347043468837006,0.5172413793103449,15,29,temperature_holdout_fold,event_within_3_checkups
