auprc,auroc,brier,calibration_intercept,calibration_method,calibration_slope,calibration_status,ece_10_bin,ece_10_bin_equal_freq,fallback_reason,heldout_fold,label_policy,log_loss,n_calibration,n_fit,n_test,split_name,target,test_negative_count,test_positive_count
0.8775344457707381,0.9813988095238095,0.031609101478186304,0.39651998515007136,C2_isotonic,0.029521080931284013,calibrated,0.01687801176653491,0.011384581725914325,,2,all_rows,0.14253977564753317,699,2236,892,condition_fold,event_within_3_checkups,808,84
0.9236817472397585,0.9729703356752537,0.046810621309884115,0.48942266539526347,C0_raw_hgb_w2,0.08351485399724232,raw,0.030289443190465094,0.021266788317670857,,2,verified_only,0.1584821388644687,543,1440,450,condition_fold,event_within_3_checkups,366,84
0.9236817472397585,0.9729703356752537,0.050982404605642066,0.45175009525732046,C1_platt_logistic,0.11523505469106281,calibrated,0.049436378385218985,0.04158450832270312,,2,verified_only,0.17005837470200197,543,1440,450,condition_fold,event_within_3_checkups,366,84
0.9226611263487705,0.9714415820973198,0.050218685510380064,0.36972607323753703,C2_isotonic,0.030850715253161163,calibrated,0.04440436670449034,0.04105484585927188,,2,verified_only,0.1835376952406653,543,1440,450,condition_fold,event_within_3_checkups,366,84
0.6801732297813676,0.8134987149402167,0.040552165875473896,0.5034806236921596,C0_raw_hgb_w2,0.06198848171289904,raw,0.03854208037800746,0.021277284096898257,,3,all_rows,0.21614333766036017,924,2394,509,condition_fold,event_within_1_checkup,471,38
0.6801732297813676,0.8134987149402167,0.03990153543671975,0.49909541112423084,C1_platt_logistic,0.08111606084506479,calibrated,0.037500700720763856,0.019910963685900954,,3,all_rows,0.17736472925929525,924,2394,509,condition_fold,event_within_1_checkup,471,38
0.6369433002491488,0.8219912839423399,0.041666254188022354,0.23210501004716058,C2_isotonic,0.022409767516403542,calibrated,0.035539794894065446,0.026156949436351155,,3,all_rows,0.2798201797975553,924,2394,509,condition_fold,event_within_1_checkup,471,38
0.7615171739591877,0.9503353973168215,0.05709954793818816,0.5278031685775808,C0_raw_hgb_w2,0.07042528932018402,raw,0.056291921598996646,0.0342928720599489,,3,verified_only,0.23246900991946937,595,1494,344,condition_fold,event_within_1_checkup,306,38
0.7615171739591877,0.9503353973168215,0.05662097873462856,0.5242962058440337,C1_platt_logistic,0.08053848559295995,calibrated,0.05191669318527888,0.031326596259108136,,3,verified_only,0.21354216396409978,595,1494,344,condition_fold,event_within_1_checkup,306,38
0.7051046600079972,0.843266253869969,0.06376523642798208,0.4877206294484445,C2_isotonic,0.032919722713778785,calibrated,0.05110325954959554,0.04039010560089276,,3,verified_only,0.5046994490834985,595,1494,344,condition_fold,event_within_1_checkup,306,38
0.8036754363842175,0.9559833475142823,0.06745187585592144,0.5403383940374368,C0_raw_hgb_w2,0.07449253808882185,raw,0.05282325004371759,0.03500484669792338,,3,all_rows,0.23412779560624047,941,2377,509,condition_fold,event_within_2_checkups,433,76
0.8036754363842175,0.9559833475142823,0.06477996500544021,0.5980837772846003,C1_platt_logistic,0.11214089858304606,calibrated,0.053311266078900174,0.04244779942919877,,3,all_rows,0.21211441471500012,941,2377,509,condition_fold,event_within_2_checkups,433,76
0.7678871815037769,0.9407286981888903,0.06998448084838331,0.3635569828741004,C2_isotonic,0.029774836432311408,calibrated,0.051316085740320636,0.04426768844449462,,3,all_rows,0.2781361677302508,941,2377,509,condition_fold,event_within_2_checkups,433,76
0.8548103050790672,0.9428760801256874,0.08206451480246095,0.5330365730144121,C0_raw_hgb_w2,0.07776936363831255,raw,0.058015421602945046,0.05160624442963102,,3,verified_only,0.3022835174318845,519,1570,344,condition_fold,event_within_2_checkups,268,76
0.8548103050790672,0.9428760801256874,0.08129267421705527,0.5750110242888047,C1_platt_logistic,0.06839034905888394,calibrated,0.05760764477001241,0.053596734920634714,,3,verified_only,0.3398321805939734,519,1570,344,condition_fold,event_within_2_checkups,268,76
0.8022661796883568,0.881578947368421,0.08273775095119608,0.4767731131561707,C2_isotonic,0.031109122568236898,calibrated,0.05528969040867532,0.05348470628946067,,3,verified_only,0.749795688347743,519,1570,344,condition_fold,event_within_2_checkups,268,76
0.808075537892238,0.9349481376709099,0.09373042572428372,0.5419196369548742,C0_raw_hgb_w2,0.07767976278145668,raw,0.0848085228795775,0.07280636302673664,,3,all_rows,0.32790240794703124,1038,2280,509,condition_fold,event_within_3_checkups,404,105
0.808075537892238,0.9349481376709099,0.0929243833566498,0.579926404891546,C1_platt_logistic,0.08773218259783473,calibrated,0.07802790569921891,0.06378005085330743,,3,all_rows,0.3254045690860504,1038,2280,509,condition_fold,event_within_3_checkups,404,105
0.8068268498904745,0.9344177274870344,0.09204534348351301,0.4983917533799316,C2_isotonic,0.03752813081104586,calibrated,0.0699981924104675,0.06839378594170192,,3,all_rows,0.32163327019447857,1038,2280,509,condition_fold,event_within_3_checkups,404,105
0.8848907166116451,0.9439131301055987,0.1028201760883144,0.5596775065640716,C0_raw_hgb_w2,0.08613417419098464,raw,0.08994099703493584,0.07086640453366906,,3,verified_only,0.3342658391441094,511,1578,344,condition_fold,event_within_3_checkups,239,105
0.8848907166116451,0.9439131301055987,0.10317120024853993,0.6075252637153612,C1_platt_logistic,0.1050962843124898,calibrated,0.09317527030878271,0.06768842370878798,,3,verified_only,0.3305569669074272,511,1578,344,condition_fold,event_within_3_checkups,239,105
