run_scope,model_level,feature_group,target,split_name,fold_count,mean_mae,mean_rmse,condition_mean_mae,condition_median_mae,worst_condition_mae,test_rows,test_parameter_sets
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F0_time_only,capacity_Ah_k1,profile_holdout_fold,1,0.24406014605401244,0.33273619963196227,0.28447573741521603,0.27550246651809457,0.6337243604188889,524,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F0_time_only,capacity_Ah_k1,temperature_holdout_fold,2,0.21934565135535394,0.3058404176571561,0.26537886610937494,0.2579893970187293,0.6781622013888887,1262,38
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F0_time_only,capacity_Ah_k1,voltage_window_holdout_fold,3,0.2991080584945604,0.3653675053744749,0.3217445435926436,0.3263115567058668,0.6647094666611111,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F0_time_only,delta_capacity_Ah,c_rate_holdout_fold,1,0.21891387897160539,0.3094008034977215,0.28347342896638533,0.2866080721388332,0.4778740413249999,109,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F0_time_only,delta_capacity_Ah,condition_fold,5,0.04560356244175873,0.11524553728545692,0.10922267983054068,0.07713048155638323,0.45719240445000003,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F0_time_only,delta_capacity_Ah,profile_holdout_fold,1,0.04158379585373326,0.10454125900488868,0.07739242171746753,0.045329580862516816,0.31811185189083335,524,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F0_time_only,delta_capacity_Ah,temperature_holdout_fold,2,0.054683152133463864,0.14020899034370382,0.12456093626902112,0.07924685530282574,0.44374193824999986,1262,38
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F0_time_only,delta_capacity_Ah,voltage_window_holdout_fold,3,0.04911919524780872,0.10109352748797283,0.10158028121732442,0.06931278381990495,0.482699342845,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F1_state_time,capacity_Ah_k1,c_rate_holdout_fold,1,0.28799233721,0.4201386879024619,0.28446607163139614,0.30139844184081444,0.41370244081999996,109,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F1_state_time,capacity_Ah_k1,condition_fold,5,0.16117871749438098,0.24647681043191075,0.1978720302216565,0.19450263724716196,0.4747456408344443,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F1_state_time,capacity_Ah_k1,profile_holdout_fold,1,0.19731136128523594,0.2965455946713422,0.24367123780246433,0.22594788869104593,0.6460995662433332,524,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F1_state_time,capacity_Ah_k1,temperature_holdout_fold,2,0.16589348711074195,0.2559963566522041,0.2110389385684691,0.196615845949434,0.5392414575119446,1262,38
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F1_state_time,capacity_Ah_k1,voltage_window_holdout_fold,3,0.23128591346676228,0.3116309139878554,0.2604972917734164,0.2641587733911765,0.6617472175166665,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F1_state_time,delta_capacity_Ah,c_rate_holdout_fold,1,0.21660435349660537,0.30984814966729585,0.28327221825895377,0.2927575287073332,0.47965325608899995,109,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F1_state_time,delta_capacity_Ah,condition_fold,5,0.04266890113497419,0.11172161998295349,0.10670140319351043,0.07226642654657466,0.472312207131,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F1_state_time,delta_capacity_Ah,profile_holdout_fold,1,0.03941440166432009,0.10092940394133199,0.07571349858404615,0.041559690484441233,0.33111301364194445,524,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F1_state_time,delta_capacity_Ah,temperature_holdout_fold,2,0.05232335989530173,0.1377076540716355,0.1231216984176505,0.06855851980725416,0.4481292952924999,1262,38
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F1_state_time,delta_capacity_Ah,voltage_window_holdout_fold,3,0.047836182334297324,0.0997721057138626,0.10199188997596363,0.06573842591311725,0.49283234906699996,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F2_state_exposure,capacity_Ah_k1,c_rate_holdout_fold,1,0.2958339986594497,0.4196848356652359,0.28987209580205797,0.3044384806524306,0.4040494614087502,109,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F2_state_exposure,capacity_Ah_k1,condition_fold,5,0.16289065088512095,0.24849736255494678,0.20243466004502486,0.19920621244764997,0.4924875304436111,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F2_state_exposure,capacity_Ah_k1,profile_holdout_fold,1,0.20023167374261946,0.29773703166887544,0.24828734332676616,0.2346100807464913,0.6558137417255555,524,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F2_state_exposure,capacity_Ah_k1,temperature_holdout_fold,2,0.16827071208317324,0.25873547889592174,0.21582687409229206,0.19647517255162153,0.5562258698869447,1262,38
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F2_state_exposure,capacity_Ah_k1,voltage_window_holdout_fold,3,0.23404109251127778,0.311873081180851,0.26422417937754555,0.264769684501401,0.6797933030577777,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F2_state_exposure,delta_capacity_Ah,c_rate_holdout_fold,1,0.21713876082014893,0.3100005576624092,0.28378992619142246,0.29193919552432274,0.4810138782649999,109,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F2_state_exposure,delta_capacity_Ah,condition_fold,5,0.042673419326736864,0.1123942776289392,0.10726612462549845,0.07260778784092446,0.46910884495500005,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F2_state_exposure,delta_capacity_Ah,profile_holdout_fold,1,0.03866187672066313,0.10044281433232581,0.07430942777317318,0.040482546153064417,0.3257926637655556,524,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F2_state_exposure,delta_capacity_Ah,temperature_holdout_fold,2,0.05219011074356836,0.13853899224613947,0.1231406783743622,0.0685543577964876,0.4507314391799999,1262,38
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F2_state_exposure,delta_capacity_Ah,voltage_window_holdout_fold,3,0.04632864703359057,0.09880055913513598,0.09931348378055498,0.06314660701798981,0.484339832295,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F3_state_nominal,capacity_Ah_k1,c_rate_holdout_fold,1,0.2957645789299083,0.4215324761679859,0.2901642139666069,0.3128753107082766,0.40596809147000035,109,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F3_state_nominal,capacity_Ah_k1,condition_fold,5,0.16358207396927885,0.24916055346925123,0.20443113676863106,0.20118692718148248,0.49520193166097215,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F3_state_nominal,capacity_Ah_k1,profile_holdout_fold,1,0.20277435591154602,0.2981840713491356,0.2512625402590986,0.23997649865555504,0.6587306879444448,524,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F3_state_nominal,capacity_Ah_k1,temperature_holdout_fold,2,0.16936282134775255,0.2595580411015308,0.2174309467190202,0.19939043643099086,0.5610312211144444,1262,38
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F3_state_nominal,capacity_Ah_k1,voltage_window_holdout_fold,3,0.23096908248519096,0.3094732341548432,0.26087585229816906,0.26056337772712745,0.6797933030577777,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F3_state_nominal,delta_capacity_Ah,c_rate_holdout_fold,1,0.21770836988935768,0.3104884281306469,0.28387559724276856,0.2912262089825415,0.4807293282649999,109,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F3_state_nominal,delta_capacity_Ah,condition_fold,5,0.04334556273103262,0.11289646489092811,0.10792832100140537,0.07433436477527881,0.4684693984600001,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F3_state_nominal,delta_capacity_Ah,profile_holdout_fold,1,0.041274699578058155,0.1028386480043027,0.07909933406556133,0.04500428467781884,0.33958645938166665,524,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F3_state_nominal,delta_capacity_Ah,temperature_holdout_fold,2,0.052327102857032626,0.13872992212481267,0.12364497993360937,0.07052208098817295,0.4525134593249999,1262,38
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F3_state_nominal,delta_capacity_Ah,voltage_window_holdout_fold,3,0.04654764747987545,0.09950794408616352,0.09965304526607321,0.06398093640720355,0.48794413479500004,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,capacity_Ah_k1,c_rate_holdout_fold,1,0.299390752203839,0.4254323237175242,0.2928320241367264,0.31393970420968764,0.4237241702542189,109,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,capacity_Ah_k1,condition_fold,5,0.1635246208829688,0.24952279122219606,0.20391880754447658,0.20093641802145862,0.49088287534777764,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,capacity_Ah_k1,profile_holdout_fold,1,0.20376742630118225,0.3005584362023158,0.2547408626193155,0.24649131474032043,0.6787243703822224,524,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,capacity_Ah_k1,temperature_holdout_fold,2,0.16311493436329325,0.2454014952210789,0.20662343984165105,0.18682447678422281,0.5681635986711108,1262,38
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,capacity_Ah_k1,voltage_window_holdout_fold,3,0.2326801715845743,0.3106716504392539,0.2622718372327011,0.2634765055694274,0.6800531532299998,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,delta_capacity_Ah,c_rate_holdout_fold,1,0.21747287436610077,0.31035987502171747,0.2840833545858303,0.2911150582764581,0.4816470002249999,109,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,delta_capacity_Ah,condition_fold,5,0.04360831983826586,0.11340183304659443,0.10834414474703151,0.07350234699610245,0.47108866130300003,2773,76
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,delta_capacity_Ah,profile_holdout_fold,1,0.0420518262159637,0.10342697135219413,0.07991624619873212,0.045332202986514775,0.3418218377577778,524,12
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,delta_capacity_Ah,temperature_holdout_fold,2,0.052527734120249546,0.1383190000468879,0.12378263405603457,0.06991925302884738,0.4518114388249999,1262,38
sensitivity_excluding_monotonicity,L3_quantile_hist_gradient_boosting,F4_state_log_age_scalar,delta_capacity_Ah,voltage_window_holdout_fold,3,0.047236223887695744,0.10011586143333495,0.10036574803936597,0.06417579290313662,0.48662174599499997,2773,76
